N-gram,Count,Version
the son of,1206,dby
the children of,1137,dby
the house of,820,dby
the land of,610,dby
children of Israel,567,dby
And he said,558,dby
and I will,546,dby
the sons of,544,dby
the king of,489,dby
said to him,456,dby
came to pass,442,dby
it came to,435,dby
And it came,407,dby
and all the,396,dby
the hand of,378,dby
the God of,376,dby
according to the,358,dby
of the children,353,dby
said to them,349,dby
the word of,348,dby
and they shall,344,dby
the midst of,344,dby
of the land,336,dby
in the land,329,dby
of the house,329,dby
Jehovah thy God,296,dby
it shall be,295,dby
he said to,291,dby
the name of,285,dby
of the earth,282,dby
the Lord Jehovah,272,dby
And I will,264,dby
Jehovah of hosts,261,dby
and said to,261,dby
in the midst,258,dby
all the people,251,dby
word of Jehovah,245,dby
and thou shalt,244,dby
saith the Lord,241,dby
And the king,235,dby
house of Jehovah,235,dby
the days of,227,dby
And thou shalt,226,dby
land of Egypt,226,dby
of Israel and,221,dby
the men of,210,dby
shall not be,205,dby
God of Israel,201,dby
and he shall,199,dby
of Jehovah and,197,dby
Thus saith Jehovah,193,dby
and ye shall,193,dby
the tribe of,186,dby
to pass when,186,dby
said to the,182,dby
according to their,179,dby
the people of,179,dby
to the king,178,dby
of the people,175,dby
Jehovah the God,174,dby
in the house,171,dby
of all the,170,dby
of the city,170,dby
the day of,169,dby
that they may,167,dby
the tent of,165,dby
And all the,160,dby
the earth and,159,dby
the words of,159,dby
And it shall,157,dby
midst of the,157,dby
and it shall,156,dby
I am Jehovah,155,dby
of the Lord,155,dby
the voice of,155,dby
is in the,154,dby
come to pass,153,dby
And Jehovah said,152,dby
I pray thee,152,dby
in the wilderness,152,dby
the inhabitants of,151,dby
house of Israel,149,dby
of the heavens,149,dby
king of Judah,147,dby
of the sons,146,dby
hand of the,145,dby
tent of meeting,145,dby
the kings of,145,dby
I will not,144,dby
Son of man,144,dby
in the day,144,dby
shall come to,144,dby
of Judah and,143,dby
the priest shall,142,dby
they shall be,142,dby
Jehovah your God,141,dby
the heavens and,141,dby
the ark of,140,dby
the sight of,139,dby
thou shalt not,137,dby
the way of,135,dby
