N-gram,Count,Version
of the Lord,1717,bbe
the son of,1272,bbe
the children of,1214,bbe
to the Lord,830,bbe
children of Israel,704,bbe
the land of,621,bbe
said to him,543,bbe
And he said,524,bbe
the sons of,513,bbe
the house of,507,bbe
put to death,430,bbe
he said to,429,bbe
the Lord has,429,bbe
says the Lord,428,bbe
said to them,414,bbe
Lord your God,412,bbe
the Lord and,412,bbe
the Lord your,410,bbe
the God of,393,bbe
and I will,390,bbe
And the Lord,388,bbe
the king of,385,bbe
those who are,384,bbe
I will give,382,bbe
and all the,379,bbe
the Lord said,377,bbe
I will make,354,bbe
in the land,354,bbe
is to be,353,bbe
all the people,351,bbe
the word of,339,bbe
the people of,336,bbe
of the earth,329,bbe
the men of,305,bbe
you are to,301,bbe
Lord said to,295,bbe
of the land,289,bbe
of the children,284,bbe
said to the,283,bbe
word of the,278,bbe
you will be,277,bbe
will not be,276,bbe
the waste land,275,bbe
the name of,274,bbe
before the Lord,269,bbe
house of the,259,bbe
Lord of armies,255,bbe
of the people,255,bbe
be put to,253,bbe
the Lord of,252,bbe
give ear to,251,bbe
the hands of,250,bbe
Lord has said,244,bbe
and said to,239,bbe
the Lord the,238,bbe
there is no,238,bbe
it will be,236,bbe
on the earth,230,bbe
say to you,226,bbe
and you will,225,bbe
of the house,225,bbe
the words of,225,bbe
of all the,221,bbe
And I will,220,bbe
what the Lord,219,bbe
the rest of,218,bbe
the eyes of,216,bbe
I am the,215,bbe
I will send,215,bbe
of those who,215,bbe
the father of,214,bbe
those who were,212,bbe
they will be,211,bbe
so that they,210,bbe
and they will,209,bbe
is what the,209,bbe
the Lord is,209,bbe
that you may,207,bbe
God of Israel,201,bbe
will give you,201,bbe
to the king,200,bbe
because of the,199,bbe
will come to,198,bbe
the Lord will,196,bbe
land of Egypt,195,bbe
so that you,195,bbe
the Lord had,191,bbe
Lord the God,190,bbe
I say to,188,bbe
the family of,184,bbe
said to Moses,181,bbe
the earth and,181,bbe
those who have,180,bbe
This is what,179,bbe
the work of,178,bbe
came to the,177,bbe
an end to,175,bbe
in the house,175,bbe
which the Lord,175,bbe
I have given,173,bbe
and he will,173,bbe
the Lord came,171,bbe
in the waste,170,bbe
of the town,169,bbe
I will be,167,bbe
I will not,167,bbe
for the Lord,166,bbe
may not be,166,bbe
said to me,166,bbe
the day of,166,bbe
am the Lord,164,bbe
of Israel and,163,bbe
to those who,163,bbe
And when the,162,bbe
one of the,162,bbe
the voice of,162,bbe
the Tent of,161,bbe
have knowledge of,160,bbe
up to the,159,bbe
