N-gram,Count,Book
of the house of the LORD,24,14
the house of the LORD and,24,14
when he began to reign and,18,14
began to reign and he reigned,15,14
he began to reign and he,15,14
in the sight of the LORD,15,14
old when he began to reign,15,14
years old when he began to,15,14
in the house of the LORD,13,14
his son reigned in his stead,12,14
the LORD God of their fathers,12,14
into the house of the LORD,11,14
the rest of the acts of,10,14
Now the rest of the acts,9,14
in the book of the kings,9,14
the book of the kings of,9,14
behold they are written in the,8,14
right in the sight of the,8,14
that which was right in the,8,14
was right in the sight of,8,14
which was right in the sight,8,14
are written in the book of,7,14
evil in the sight of the,7,14
that which was evil in the,7,14
they are written in the book,7,14
written in the book of the,7,14
And he did that which was,6,14
And it came to pass when,6,14
did that which was right in,6,14
his fathers and they buried him,6,14
of the kings of Israel and,6,14
slept with his fathers and they,6,14
they buried him in the city,6,14
with his fathers and they buried,6,14
Judah and the inhabitants of Jerusalem,5,14
and they buried him in the,5,14
book of the kings of Israel,5,14
buried him in the city of,5,14
did that which was evil in,5,14
fathers and they buried him in,5,14
he did that which was right,5,14
him in the city of David,5,14
in the city of David and,5,14
the priests and the Levites and,5,14
the vessels of the house of,5,14
was evil in the sight of,5,14
which was evil in the sight,5,14
