02001001,2,1,1,"Now these are the names of the sons of Israel, who came into Egypt (every man and his household came with Jacob):"
02001002,2,1,2,"Reuben, Simeon, Levi, and Judah,"
02001003,2,1,3,"Issachar, Zebulun, and Benjamin,"
02001004,2,1,4,"Dan and Naphtali, Gad and Asher."
02001005,2,1,5,"All the souls who came out of the Jacob's body were seventy souls, and Joseph was in Egypt already."
02001006,2,1,6,"Joseph died, as did all his brothers, and all that generation."
02001007,2,1,7,"The children of Israel were fruitful, and increased abundantly, and multiplied, and grew exceedingly mighty; and the land was filled with them."
02001008,2,1,8,"Now there arose a new king over Egypt, who didn't know Joseph."
02001009,2,1,9,"He said to his people, ""Behold, the people of the children of Israel are more and mightier than we."
02001010,2,1,10,"Come, let us deal wisely with them, lest they multiply, and it happen that when any war breaks out, they also join themselves to our enemies, and fight against us, and escape out of the land."""
02001011,2,1,11,Therefore they set taskmasters over them to afflict them with their burdens. They built storage cities for Pharaoh: Pithom and Raamses.
02001012,2,1,12,"But the more they afflicted them, the more they multiplied and the more they spread out. They were grieved because of the children of Israel."
02001013,2,1,13,"The Egyptians ruthlessly made the children of Israel serve,"
02001014,2,1,14,"and they made their lives bitter with hard service, in mortar and in brick, and in all manner of service in the field, all their service, in which they ruthlessly made them serve."
02001015,2,1,15,"The king of Egypt spoke to the Hebrew midwives, of whom the name of the one was Shiphrah, and the name of the other Puah,"
02001016,2,1,16,"and he said, ""When you perform the duty of a midwife to the Hebrew women, and see them on the birth stool; if it is a son, then you shall kill him; but if it is a daughter, then she shall live."""
02001017,2,1,17,"But the midwives feared God, and didn't do what the king of Egypt commanded them, but saved the baby boys alive."
02001018,2,1,18,"The king of Egypt called for the midwives, and said to them, ""Why have you done this thing, and have saved the men-children alive?"""
02001019,2,1,19,"The midwives said to Pharaoh, ""Because the Hebrew women aren't like the Egyptian women; for they are vigorous, and give birth before the midwife comes to them."""
02001020,2,1,20,"God dealt well with the midwives, and the people multiplied, and grew very mighty."
02001021,2,1,21,"It happened, because the midwives feared God, that he gave them families."
02001022,2,1,22,"Pharaoh charged all his people, saying, ""You shall cast every son who is born into the river, and every daughter you shall save alive."""
02002001,2,2,1,A man of the house of Levi went and took a daughter of Levi as his wife.
02002002,2,2,2,"The woman conceived, and bore a son. When she saw that he was a fine child, she hid him three months."
02002003,2,2,3,"When she could no longer hide him, she took a papyrus basket for him, and coated it with tar and with pitch. She put the child in it, and laid it in the reeds by the river's bank."
02002004,2,2,4,"His sister stood far off, to see what would be done to him."
02002005,2,2,5,"Pharaoh's daughter came down to bathe at the river. Her maidens walked along by the riverside. She saw the basket among the reeds, and sent her handmaid to get it."
02002006,2,2,6,"She opened it, and saw the child, and, behold, the baby cried. She had compassion on him, and said, ""This is one of the Hebrews' children."""
02002007,2,2,7,"Then his sister said to Pharaoh's daughter, ""Should I go and call a nurse for you from the Hebrew women, that she may nurse the child for you?"""
02002008,2,2,8,"Pharaoh's daughter said to her, ""Go."" The maiden went and called the child's mother."
02002009,2,2,9,"Pharaoh's daughter said to her, ""Take this child away, and nurse him for me, and I will give you your wages."" The woman took the child, and nursed it."
02002010,2,2,10,"The child grew, and she brought him to Pharaoh's daughter, and he became her son. She named him Moses,{""Moses"" sounds like the Hebrew for ""draw out"".} and said, ""Because I drew him out of the water."""
02002011,2,2,11,"It happened in those days, when Moses had grown up, that he went out to his brothers, and looked at their burdens. He saw an Egyptian striking a Hebrew, one of his brothers."
02002012,2,2,12,"He looked this way and that way, and when he saw that there was no one, he killed the Egyptian, and hid him in the sand."
02002013,2,2,13,"He went out the second day, and, behold, two men of the Hebrews were fighting with each other. He said to him who did the wrong, ""Why do you strike your fellow?"""
02002014,2,2,14,"He said, ""Who made you a prince and a judge over us? Do you plan to kill me, as you killed the Egyptian?"" Moses was afraid, and said, ""Surely this thing is known."""
