N-gram,Count,Book
after their families according to their fathers houses,18,4
one buck of the goats for a sinoffering,18,4
shekels according to the shekel of the sanctuary,15,4
according to their fathers houses by the number,13,4
and upward all that went forth to military,13,4
families according to their fathers houses by the,13,4
fathers houses by the number of the names,13,4
from twenty years old and upward all that,13,4
old and upward all that went forth to,13,4
their families according to their fathers houses by,13,4
their fathers houses by the number of the,13,4
to their fathers houses by the number of,13,4
twenty years old and upward all that went,13,4
upward all that went forth to military service,13,4
years old and upward all that went forth,13,4
a hundred and thirty shekels one silver bowl,12,4
a sacrifice of peaceoffering two oxen five rams,12,4
according to the shekel of the sanctuary both,12,4
and for a sacrifice of peaceoffering two oxen,12,4
and his host even those that were numbered,12,4
and thirty shekels one silver bowl of seventy,12,4
both of them full of fine flour mingled,12,4
bowl of seventy shekels according to the shekel,12,4
bullock one ram one yearling lamb for a,12,4
cup of ten shekels of gold full of,12,4
dish of the weight of a hundred and,12,4
fine flour mingled with oil for an oblation,12,4
for a sacrifice of peaceoffering two oxen five,12,4
full of fine flour mingled with oil for,12,4
generations after their families according to their fathers,12,4
hundred and thirty shekels one silver bowl of,12,4
of a hundred and thirty shekels one silver,12,4
of fine flour mingled with oil for an,12,4
of peaceoffering two oxen five rams five hegoats,12,4
of seventy shekels according to the shekel of,12,4
of ten shekels of gold full of incense,12,4
of the sanctuary both of them full of,12,4
of the weight of a hundred and thirty,12,4
of them full of fine flour mingled with,12,4
one cup of ten shekels of gold full,12,4
one ram one yearling lamb for a burntoffering,12,4
one silver bowl of seventy shekels according to,12,4
one silver dish of the weight of a,12,4
one young bullock one ram one yearling lamb,12,4
oxen five rams five hegoats five yearling lambs,12,4
peaceoffering two oxen five rams five hegoats five,12,4
sacrifice of peaceoffering two oxen five rams five,12,4
sanctuary both of them full of fine flour,12,4
seventy shekels according to the shekel of the,12,4
shekel of the sanctuary both of them full,12,4
shekels one silver bowl of seventy shekels according,12,4
silver bowl of seventy shekels according to the,12,4
silver dish of the weight of a hundred,12,4
that were numbered of them of the tribe,12,4
the sanctuary both of them full of fine,12,4
the shekel of the sanctuary both of them,12,4
the weight of a hundred and thirty shekels,12,4
their generations after their families according to their,12,4
them full of fine flour mingled with oil,12,4
thirty shekels one silver bowl of seventy shekels,12,4
those that were numbered of them of the,12,4
to the shekel of the sanctuary both of,12,4
two oxen five rams five hegoats five yearling,12,4
weight of a hundred and thirty shekels one,12,4
were numbered of them of the tribe of,12,4
young bullock one ram one yearling lamb for,12,4
by the number of the names from twenty,11,4
houses by the number of the names from,11,4
number of the names from twenty years old,11,4
of the names from twenty years old and,11,4
offering was one silver dish of the weight,11,4
the names from twenty years old and upward,11,4
the number of the names from twenty years,11,4
was one silver dish of the weight of,11,4
names from twenty years old and upward all,10,4
the whole assembly of the children of Israel,10,4
His offering was one silver dish of the,9,4
his host even those that were numbered of,9,4
host even those that were numbered of them,9,4
and over the host of the tribe of,8,4
for a sinoffering  besides the continual burntoffering,8,4
host of the tribe of the children of,8,4
over the host of the tribe of the,8,4
the children of Israel and say unto them,8,4
the host of the tribe of the children,8,4
And Jehovah spoke to Moses and to Aaron,7,4
according to those that were numbered of them,7,4
and for the lambs by their number according,7,4
and for the tribe of the children of,7,4
for the lambs by their number according to,7,4
Jehovah spoke to Moses and to Aaron saying,6,4
Speak unto the children of Israel and say,6,4
and one buck of the goats for a,6,4
and their drinkofferings for the bullocks for the,6,4
bullocks for the rams and for the lambs,6,4
bullocks two rams fourteen yearling lambs without blemish,6,4
by fire of a sweet odour to Jehovah,6,4
drinkofferings for the bullocks for the rams and,6,4
for the bullocks for the rams and for,6,4
for the rams and for the lambs by,6,4
in the plains of Moab by the Jordan,6,4
lambs by their number according to the ordinance,6,4
no manner of servile work shall ye do,6,4
oblation and their drinkofferings for the bullocks for,6,4
offering by fire of a sweet odour to,6,4
plains of Moab by the Jordan of Jericho,6,4
rams and for the lambs by their number,6,4
the bullocks for the rams and for the,6,4
the lambs by their number according to the,6,4
the plains of Moab by the Jordan of,6,4
the rams and for the lambs by their,6,4
their drinkofferings for the bullocks for the rams,6,4
their oblation and their drinkofferings for the bullocks,6,4
unto the children of Israel and say unto,6,4
a holy convocation no manner of servile work,5,4
according to all that Jehovah had commanded Moses,5,4
all the firstborn among the children of Israel,5,4
an offering by fire of a sweet odour,5,4
and one hegoat for a sinoffering  besides,5,4
and their oblation and their drinkofferings for the,5,4
children of Israel and say unto them When,5,4
convocation no manner of servile work shall ye,5,4
fine flour mingled with oil three tenth parts,5,4
from thirty years old and upward even to,5,4
hegoat for a sinoffering  besides the continual,5,4
holy convocation no manner of servile work shall,5,4
of Israel and say unto them When ye,5,4
of fine flour mingled with oil three tenth,5,4
old and upward even to fifty years old,5,4
one hegoat for a sinoffering  besides the,5,4
thirty years old and upward even to fifty,5,4
years old and upward even to fifty years,5,4
