N-gram,Count,Book
the LORD,264,12
king of,192,12
the king,165,12
And he,152,12
of Israel,106,12
son of,102,12
the house,102,12
all the,100,12
the son,94,12
said to,87,12
house of,83,12
the kings,74,12
of Judah,73,12
and he,67,12
came to,67,12
he said,66,12
to him,64,12
him and,57,12
and said,55,12
that he,50,12
the people,49,12
and all,47,12
and they,46,12
the land,45,12
of Assyria,44,12
he did,42,12
in his,42,12
all that,41,12
kings of,41,12
for the,40,12
to pass,40,12
man of,39,12
of his,39,12
according to,38,12
the city,38,12
And when,37,12
of God,37,12
And it,36,12
it came,36,12
year of,35,12
And they,34,12
that which,34,12
to reign,34,12
I will,33,12
LORD and,33,12
from the,33,12
the man,33,12
to them,33,12
that were,32,12
when he,32,12
with his,32,12
saith the,30,12
the book,30,12
and his,29,12
his fathers,29,12
the high,29,12
began to,28,12
sight of,28,12
the sight,28,12
book of,27,12
hand of,27,12
the hand,26,12
which was,26,12
written in,26,12
he had,25,12
the children,25,12
to all,25,12
I have,24,12
high places,24,12
his stead,24,12
in Jerusalem,24,12
of Syria,24,12
that was,24,12
acts of,23,12
children of,23,12
in Samaria,23,12
of Babylon,23,12
reigned in,23,12
rest of,23,12
shall be,23,12
the acts,23,12
the rest,23,12
them and,23,12
chronicles of,22,12
his father,22,12
the chronicles,22,12
his son,21,12
pray thee,21,12
which the,21,12
And his,20,12
I pray,20,12
Thus saith,20,12
did that,20,12
evil in,20,12
the prophets,20,12
upon the,20,12
when the,20,12
which he,20,12
Israel and,19,12
are they,19,12
at the,19,12
his servants,19,12
of Ahab,19,12
the priest,19,12
thou shalt,19,12
all his,18,12
it and,18,12
not written,18,12
shall not,18,12
that they,18,12
the way,18,12
they not,18,12
and went,17,12
captain of,17,12
him to,17,12
land of,17,12
men of,17,12
of Jeroboam,17,12
people of,17,12
the Syrians,17,12
the word,17,12
there was,17,12
went up,17,12
word of,17,12
And Elisha,16,12
Samaria and,16,12
and took,16,12
fathers and,16,12
had made,16,12
he began,16,12
he was,16,12
he went,16,12
him in,16,12
house and,16,12
of Baal,16,12
of it,16,12
sent to,16,12
son reigned,16,12
thou hast,16,12
up and,16,12
with him,16,12
years old,16,12
God of,15,12
he reigned,15,12
reign and,15,12
the gate,15,12
the guard,15,12
the men,15,12
the priests,15,12
the words,15,12
was evil,15,12
Jeroboam the,14,12
Jerusalem and,14,12
and came,14,12
slept with,14,12
the door,14,12
to her,14,12
to me,14,12
to thee,14,12
went out,14,12
when they,14,12
which is,14,12
Israel to,13,12
Judah and,13,12
Now the,13,12
and I,13,12
and for,13,12
before him,13,12
daughter of,13,12
departed not,13,12
down the,13,12
he took,13,12
it was,13,12
mothers name,13,12
over the,13,12
pass when,13,12
sins of,13,12
that thou,13,12
the daughter,13,12
the money,13,12
the sins,13,12
to meet,13,12
up to,13,12
And Jehu,12,12
And there,12,12
Elisha said,12,12
LORD God,12,12
LORD hath,12,12
and made,12,12
and slew,12,12
and smote,12,12
and thy,12,12
as he,12,12
before the,12,12
for he,12,12
he departed,12,12
his hand,12,12
his mothers,12,12
in thy,12,12
kings house,12,12
made Israel,12,12
