N-gram,Count,Version
the word of the Lord,224,bbe
And the Lord said to,203,bbe
the house of the Lord,203,bbe
the Lord said to Moses,158,bbe
the Lord the God of,149,bbe
This is what the Lord,146,bbe
is what the Lord has,136,bbe
what the Lord has said,135,bbe
of the children of Israel,131,bbe
of the Lord came to,121,bbe
to the children of Israel,114,bbe
word of the Lord came,112,bbe
Lord the God of Israel,110,bbe
And he said to them,105,bbe
in the eyes of the,99,bbe
the eyes of the Lord,98,bbe
the name of the Lord,96,bbe
to be put to death,89,bbe
of the Lord your God,82,bbe
in the house of the,81,bbe
that I am the Lord,79,bbe
out of the land of,78,bbe
of the Tent of meeting,76,bbe
of the land of Egypt,76,bbe
the words of the Lord,75,bbe
Truly I say to you,67,bbe
the people of the land,66,bbe
the Lord came to me,64,bbe
into the hands of the,63,bbe
to the Lord your God,62,bbe
will be certain that I,62,bbe
in the book of the,59,bbe
became king in his place,57,bbe
evil in the eyes of,57,bbe
this is what the Lord,57,bbe
be certain that I am,56,bbe
put up their tents in,56,bbe
certain that I am the,55,bbe
the angel of the Lord,55,bbe
Lord came to me saying,54,bbe
and put up their tents,54,bbe
recorded in the book of,54,bbe
years old when he became,54,bbe
are the words of the,52,bbe
in the middle of the,51,bbe
says the Lord of armies,51,bbe
the God of Israel has,51,bbe
will put an end to,51,bbe
And the children of Israel,50,bbe
These are the words of,50,bbe
God of Israel has said,49,bbe
as the Lord had said,48,bbe
in the name of the,48,bbe
the children of Israel and,48,bbe
which the Lord your God,48,bbe
all the children of Israel,47,bbe
ear to the voice of,47,bbe
in the land of Egypt,47,bbe
the voice of the Lord,47,bbe
And the word of the,46,bbe
the Lord your God is,46,bbe
the door of the Tent,46,bbe
is what the Lord of,45,bbe
of the Lord of armies,45,bbe
the fear of the Lord,45,bbe
up into the hands of,45,bbe
what the Lord of armies,45,bbe
And he said to me,44,bbe
I am the Lord your,44,bbe
on the other side of,43,bbe
the rest of the acts,43,bbe
am the Lord your God,42,bbe
did evil in the eyes,42,bbe
door of the Tent of,42,bbe
the Lord said to me,42,bbe
the face of the earth,42,bbe
the glory of the Lord,42,bbe
Now the rest of the,41,bbe
his son became king in,41,bbe
of the house of the,41,bbe
rest of the acts of,41,bbe
so that you may be,41,bbe
son became king in his,41,bbe
into the house of the,40,bbe
mercy is unchanging for ever,40,bbe
the Lord of armies has,40,bbe
the Lord your God and,40,bbe
the Tent of meeting and,40,bbe
the land which the Lord,40,bbe
the wrath of the Lord,40,bbe
give praise to the Lord,39,bbe
his mercy is unchanging for,39,bbe
house of the Lord and,39,bbe
of armies the God of,39,bbe
of the children of Ammon,39,bbe
And he said to him,38,bbe
armies the God of Israel,38,bbe
old when he became king,38,bbe
put an end to the,38,bbe
come back from the dead,37,bbe
Lord of armies has said,36,bbe
Lord of armies the God,36,bbe
at the door of the,36,bbe
of the king of Babylon,36,bbe
the orders of the Lord,36,bbe
to rest with his fathers,36,bbe
And they went on from,35,bbe
an offering made by fire,35,bbe
came to the ears of,35,bbe
for his mercy is unchanging,35,bbe
of the house of God,35,bbe
rest with his fathers and,35,bbe
the ark of the Lord,35,bbe
the children of Israel were,35,bbe
book of the history of,34,bbe
history of the kings of,34,bbe
of the history of the,34,bbe
the beasts of the field,34,bbe
the book of the history,34,bbe
the history of the kings,34,bbe
will be cut off from,34,bbe
you will be certain that,34,bbe
are they not recorded in,33,bbe
in the land of Canaan,33,bbe
in the land of the,33,bbe
not recorded in the book,33,bbe
of the Lord and the,33,bbe
of the kings of Israel,33,bbe
the hand of the Lord,33,bbe
they not recorded in the,33,bbe
to death with the sword,33,bbe
to the word of the,33,bbe
And they said to him,32,bbe
I say to you that,32,bbe
all the men of Israel,32,bbe
and I will give you,32,bbe
of our Lord Jesus Christ,32,bbe
so that they may be,32,bbe
the children of Israel went,32,bbe
to the Lord the God,32,bbe
to the voice of the,32,bbe
went to rest with his,32,bbe
And it came about that,31,bbe
For this cause the Lord,31,bbe
I will send punishment on,31,bbe
among the children of Israel,31,bbe
the Lord of armies the,31,bbe
the ends of the earth,31,bbe
the first day of the,31,bbe
the priests and the Levites,31,bbe
Lord has said See I,30,bbe
Lord your God is giving,30,bbe
Say to the children of,30,bbe
all the land of Egypt,30,bbe
all the people of the,30,bbe
is to be put to,30,bbe
those who are against you,30,bbe
And the king said to,29,bbe
For this is what the,29,bbe
by fire to the Lord,29,bbe
ear to the word of,29,bbe
helambs of the first year,29,bbe
in the waste land of,29,bbe
on the face of the,29,bbe
put an end to them,29,bbe
so that you may have,29,bbe
the Holy One of Israel,29,bbe
the man from a strange,29,bbe
the other side of Jordan,29,bbe
the rest of the people,29,bbe
they will be certain that,29,bbe
And it will come about,28,bbe
and put it on the,28,bbe
and the children of Israel,28,bbe
marked out by the Lord,28,bbe
on the first day of,28,bbe
the Lord has said See,28,bbe
the best meal mixed with,28,bbe
the land of Egypt and,28,bbe
to the house of the,28,bbe
you are to say to,28,bbe
your God is giving you,28,bbe
Then the Lord said to,27,bbe
did not give ear to,27,bbe
for the children of Israel,27,bbe
made answer and said to,27,bbe
right in the eyes of,27,bbe
the blessing of the Lord,27,bbe
the hands of the king,27,bbe
the meeting of the people,27,bbe
to you and to your,27,bbe
and put an end to,26,bbe
blue and purple and red,26,bbe
in the direction of the,26,bbe
in the town of David,26,bbe
land which the Lord your,26,bbe
of the Lord the God,26,bbe
so that it may be,26,bbe
the Lord your God has,26,bbe
the chief priests and the,26,bbe
they were not able to,26,bbe
went down on his face,26,bbe
with his sons and his,26,bbe
Give praise to the Lord,25,bbe
I will put an end,25,bbe
Joshua the son of Nun,25,bbe
give ear to the voice,25,bbe
has said See I will,25,bbe
