N-gram,Count,Version
Because that for his names,1,kjv
Beloved I wish above all,1,kjv
Beloved follow not that which,1,kjv
Beloved thou doest faithfully whatsoever,1,kjv
But I trust I shall,1,kjv
Demetrius hath good report of,1,kjv
Diotrephes who loveth to have,1,kjv
For I rejoiced greatly when,1,kjv
Gaius whom I love in,1,kjv
God but he that doeth,1,kjv
Greet the friends by name,1,kjv
He that doeth good is,1,kjv
I come I will remember,1,kjv
I had many things to,1,kjv
I have no greater joy,1,kjv
I love in the truth,1,kjv
I rejoiced greatly when the,1,kjv
I shall shortly see thee,1,kjv
I trust I shall shortly,1,kjv
I will not with ink,1,kjv
I will remember his deeds,1,kjv
I wish above all things,1,kjv
I wrote unto the church,1,kjv
The elder unto the wellbeloved,1,kjv
We therefore ought to receive,1,kjv
Wherefore if I come I,1,kjv
Which have borne witness of,1,kjv
a godly sort thou shalt,1,kjv
above all things that thou,1,kjv
after a godly sort thou,1,kjv
against us with malicious words,1,kjv
all men and of the,1,kjv
all things that thou mayest,1,kjv
also bear record and ye,1,kjv
among them receiveth us not,1,kjv
and be in health even,1,kjv
and casteth them out of,1,kjv
and forbiddeth them that would,1,kjv
and not content therewith neither,1,kjv
and of the truth itself,1,kjv
and pen write unto thee,1,kjv
and testified of the truth,1,kjv
and we also bear record,1,kjv
and we shall speak face,1,kjv
and ye know that our,1,kjv
as thou walkest in the,1,kjv
be fellowhelpers to the truth,1,kjv
be in health even as,1,kjv
bear record and ye know,1,kjv
before the church whom if,1,kjv
borne witness of thy charity,1,kjv
brethren and forbiddeth them that,1,kjv
brethren came and testified of,1,kjv
bring forward on their journey,1,kjv
but Diotrephes who loveth to,1,kjv
but I will not with,1,kjv
but he that doeth evil,1,kjv
but that which is good,1,kjv
came and testified of the,1,kjv
casteth them out of the,1,kjv
charity before the church whom,1,kjv
church but Diotrephes who loveth,1,kjv
church whom if thou bring,1,kjv
come I will remember his,1,kjv
content therewith neither doth he,1,kjv
deeds which he doeth prating,1,kjv
doest faithfully whatsoever thou doest,1,kjv
doest to the brethren and,1,kjv
doeth evil hath not seen,1,kjv
doeth good is of God,1,kjv
doeth prating against us with,1,kjv
doth he himself receive the,1,kjv
elder unto the wellbeloved Gaius,1,kjv
even as thou walkest in,1,kjv
even as thy soul prospereth,1,kjv
evil but that which is,1,kjv
evil hath not seen God,1,kjv
faithfully whatsoever thou doest to,1,kjv
follow not that which is,1,kjv
for his names sake they,1,kjv
forbiddeth them that would and,1,kjv
forth taking nothing of the,1,kjv
