the son of,82,10
And the king,40,10
all the people,39,10
the house of,39,10
and all the,34,10
of the LORD,34,10
the king said,34,10
lord the king,30,10
my lord the,30,10
said unto him,29,10
the men of,29,10
the children of,28,10
came to pass,26,10
it came to,26,10
out of the,26,10
And David said,25,10
the king and,25,10
unto the king,25,10
said unto the,24,10
the hand of,24,10
And it came,22,10
king said unto,20,10
the ark of,19,10
to the king,18,10
children of Ammon,17,10
David said unto,16,10
I pray thee,16,10
the servants of,16,10
And he said,15,10
and said unto,14,10
men of Israel,14,10
the people that,14,10
that were with,13,10
were with him,13,10
came to the,12,10
house of Saul,12,10
of the children,12,10
that I may,12,10
unto the LORD,12,10
and the LORD,11,10
ark of God,11,10
men of Judah,11,10
of Saul and,11,10
of the house,11,10
the LORD and,11,10
the king to,11,10
And when the,10,10
and I will,10,10
before the LORD,10,10
of the Philistines,10,10
the daughter of,10,10
to pass after,10,10
he would not,9,10
into the city,9,10
of the hand,9,10
people that were,9,10
servants of David,9,10
son of Zeruiah,9,10
the LORD hath,9,10
the kings sons,9,10
the sons of,9,10
the young man,9,10
whose name was,9,10
And David sent,8,10
And all the,8,10
And the woman,8,10
Sheba the son,8,10
Uriah the Hittite,8,10
all the men,8,10
ark of the,8,10
of the people,8,10
one of the,8,10
son of Bichri,8,10
son of Saul,8,10
the city and,8,10
the midst of,8,10
the people of,8,10
to his house,8,10
with him and,8,10
And Joab said,7,10
And he answered,7,10
And the LORD,7,10
Jonathan his son,7,10
and the king,7,10
before the king,7,10
in the midst,7,10
midst of the,7,10
of the kings,7,10
said unto David,7,10
that the king,7,10
the LORD had,7,10
the Philistines and,7,10
the name of,7,10
the tribes of,7,10
they came to,7,10
to the ground,7,10
tribes of Israel,7,10
Abner the son,6,10
David said to,6,10
all the kings,6,10
and came to,6,10
and his men,6,10
and slew him,6,10
and they went,6,10
and went to,6,10
came into the,6,10
counsel of Ahithophel,6,10
him and he,6,10
him and said,6,10
king and said,6,10
name of the,6,10
of the city,6,10
of the host,6,10
son of Ner,6,10
that the LORD,6,10
the bones of,6,10
the city of,6,10
the elders of,6,10
the host of,6,10
the king for,6,10
the woman said,6,10
to pass when,6,10
unto him and,6,10
unto my lord,6,10
was come to,6,10
of the LORD,110,11
the son of,77,11
the house of,54,11
came to pass,40,11
it came to,40,11
the king of,39,11
And it came,38,11
king of Israel,38,11
And the king,35,11
the word of,35,11
And he said,34,11
of the house,34,11
said unto him,34,11
the LORD and,33,11
word of the,33,11
house of the,26,11
out of the,25,11
the children of,25,11
LORD God of,21,11
children of Israel,21,11
to pass when,21,11
the LORD God,20,11
God of Israel,19,11
man of God,19,11
and all the,17,11
the kings of,17,11
king of Judah,16,11
of the kings,16,11
the land of,16,11
I pray thee,15,11
the man of,15,11
the name of,15,11
with his fathers,15,11
David my father,14,11
all the people,14,11
he said unto,14,11
of Israel and,14,11
the hand of,14,11
written in the,14,11
in the land,13,11
saith the LORD,13,11
the acts of,13,11
the throne of,13,11
unto the king,13,11
And all the,12,11
And the LORD,12,11
Benaiah the son,12,11
David his father,12,11
Thus saith the,12,11
according to the,12,11
and said unto,12,11
book of the,12,11
in the book,12,11
in the way,12,11
of the acts,12,11
son of Jehoiada,12,11
the book of,12,11
the king and,12,11
according to all,11,11
are they not,11,11
chronicles of the,11,11
his fathers and,11,11
in his stead,11,11
in the city,11,11
in the sight,11,11
lord the king,11,11
my lord the,11,11
not written in,11,11
of the chronicles,11,11
reigned in his,11,11
rest of the,11,11
slept with his,11,11
the LORD came,11,11
the chronicles of,11,11
the priest and,11,11
the rest of,11,11
the sight of,11,11
they not written,11,11
And it was,10,11
I will not,10,11
Zadok the priest,10,11
city of David,10,11
in the house,10,11
name of the,10,11
sight of the,10,11
the city of,10,11
to the king,10,11
And king Solomon,9,11
Asa king of,9,11
Israel to sin,9,11
Jeroboam the son,9,11
LORD and the,9,11
LORD which he,9,11
Nathan the prophet,9,11
Now the rest,9,11
and I will,9,11
before the LORD,9,11
evil in the,9,11
his son reigned,9,11
house of Jeroboam,9,11
of all the,9,11
of the city,9,11
of the land,9,11
said unto the,9,11
son of Nebat,9,11
son reigned in,9,11
the LORD said,9,11
the LORD which,9,11
the days of,9,11
the top of,9,11
the way of,9,11
which I have,9,11
which he spake,9,11
And she said,8,11
all that he,8,11
and all that,8,11
answered and said,8,11
came to the,8,11
kings of Israel,8,11
of Asa king,8,11
of David his,8,11
of the host,8,11
on the throne,8,11
that he did,8,11
the LORD hath,8,11
the LORD shall,8,11
the high places,8,11
the house and,8,11
the king said,8,11
the kings house,8,11
the sons of,8,11
thy people Israel,8,11
top of the,8,11
unto the LORD,8,11
which he had,8,11
which thou hast,8,11
year of Asa,8,11
And he made,7,11
As the LORD,7,11
LORD said unto,7,11
LORD thy God,7,11
all the days,7,11
all the house,7,11
and was buried,7,11
before the king,7,11
cubits and the,7,11
fathers and was,7,11
for the LORD,7,11
it shall be,7,11
king of Syria,7,11
made Israel to,7,11
my father and,7,11
of Israel to,7,11
said unto them,7,11
that I have,7,11
the LORD that,7,11
the LORD thy,7,11
the daughter of,7,11
the people that,7,11
thou in heaven,7,11
to pass at,7,11
to reign over,7,11
to the word,7,11
unto him saying,7,11
which the LORD,7,11
Abiathar the priest,6,11
And Elijah said,6,11
And he answered,6,11
And there was,6,11
LORD came to,6,11
LORD my God,6,11
Naboth the Jezreelite,6,11
Then hear thou,6,11
all the congregation,6,11
all the kings,6,11
and Nathan the,6,11
and all Israel,6,11
and came to,6,11
and he shall,6,11
and him that,6,11
and the king,6,11
and the kings,6,11
ark of the,6,11
began to reign,6,11
build an house,6,11
but I will,6,11
by the word,6,11
captain of the,6,11
congregation of Israel,6,11
did evil in,6,11
he made a,6,11
he said I,6,11
hear thou in,6,11
him and he,6,11
him that he,6,11
his father and,6,11
me I pray,6,11
mothers name was,6,11
my people Israel,6,11
of Israel said,6,11
of Jeroboam and,6,11
of Judah and,6,11
of the earth,6,11
of the pillars,6,11
of thy people,6,11
reign over Israel,6,11
that I may,6,11
the LORD was,6,11
the ark of,6,11
the city and,6,11
the city which,6,11
the congregation of,6,11
the prophets of,6,11
the sins of,6,11
the way and,6,11
the work of,6,11
the young men,6,11
them in the,6,11
