said unto them,47,41
he said unto,29,41
And he said,26,41
said unto him,24,41
saith unto them,24,41
and said unto,22,41
I say unto,20,41
And when he,18,41
answered and said,17,41
say unto you,17,41
the Son of,17,41
the kingdom of,16,41
And when they,15,41
kingdom of God,15,41
out of the,15,41
Son of man,14,41
when he had,14,41
and saith unto,13,41
he saith unto,13,41
the chief priests,13,41
Verily I say,11,41
And when the,10,41
Jesus said unto,10,41
and began to,10,41
when they had,10,41
say unto him,9,41
And Jesus answered,8,41
and when he,8,41
he went out,8,41
one of the,8,41
saith unto him,8,41
the high priest,8,41
unto him and,8,41
when he was,8,41
And Jesus said,7,41
And he saith,7,41
And he took,7,41
And they said,7,41
And they that,7,41
And they went,7,41
James and John,7,41
Jesus answered and,7,41
chief priests and,7,41
him and he,7,41
that they should,7,41
the son of,7,41
And Jesus answering,6,41
And he answered,6,41
And he went,6,41
And they were,6,41
and of the,6,41
and with all,6,41
by the way,6,41
come out of,6,41
he began to,6,41
he charged them,6,41
him and said,6,41
his disciples and,6,41
it is written,6,41
looked round about,6,41
out of him,6,41
them and they,6,41
they said unto,6,41
to his disciples,6,41
unto them Why,6,41
