48001001,48,1,1,"Paul, an apostle, (not from men, neither by man, but by Jesus Christ, and God the Father, who raised him from the dead;)"
48001002,48,1,2,"And all the brethren who are with me, to the churches of Galatia:"
48001003,48,1,3,"Grace be to you and peace from God the Father, and from our Lord Jesus Christ,"
48001004,48,1,4,"Who gave himself for our sins, that he might deliver us from this present evil world, according to the will of God and our Father:"
48001005,48,1,5,To whom be glory for ever and ever. Amen.
48001006,48,1,6,"I marvel that ye are so soon removed from him that called you into the grace of Christ, to another gospel:"
48001007,48,1,7,"Which is not another; but there are some that trouble you, and would pervert the gospel of Christ."
48001008,48,1,8,"But though we, or an angel from heaven, should preach any other gospel to you than that which we have preached to you, let him be accursed."
48001009,48,1,9,"As we said before, so I say now again, If any man preacheth any other gospel to you than that ye have received, let him be accursed."
48001010,48,1,10,"For do I now persuade men, or God? or do I seek to please men? for if I yet pleased men, I should not be the servant of Christ."
48001011,48,1,11,"But I certify you, brethren, that the gospel which was preached by me is not according to man."
48001012,48,1,12,"For I neither received it from man, neither was I taught it, but by the revelation of Jesus Christ."
48001013,48,1,13,"For ye have heard of my manner of life in time past in the Jews' religion, that beyond measure I persecuted the church of God, and wasted it;"
48001014,48,1,14,"And profited in the Jews' religion above many my equals in my own nation, being more exceedingly zealous of the traditions of my fathers."
48001015,48,1,15,"But when it pleased God, who separated me from my mother's womb, and called me by his grace,"
48001016,48,1,16,"To reveal his Son in me, that I might preach him among the heathen; immediately I conferred not with flesh and blood:"
48001017,48,1,17,"Neither did I go to Jerusalem to them who were apostles before me: but I went into Arabia, and returned again to Damascus."
48001018,48,1,18,"Then after three years I went to Jerusalem to see Peter, and abode with him fifteen days."
48001019,48,1,19,"But I saw no other of the apostles, save James the Lord's brother."
48001020,48,1,20,"Now the things which I write to you, behold, before God, I lie not."
48001021,48,1,21,Afterwards I came into the regions of Syria and Cilicia;
48001022,48,1,22,And was unknown by face to the churches of Judea which were in Christ:
48001023,48,1,23,"But they had heard only, That he who persecuted us in times past, now preacheth the faith which once he destroyed."
48001024,48,1,24,And they glorified God in me.
48002001,48,2,1,"Then fourteen years after I went again to Jerusalem with Barnabas, and took Titus with me also."
48002002,48,2,2,"And I went by revelation, and communicated to them that gospel which I preach among the Gentiles, but privately to them who were of reputation, lest by any means I should run, or had run in vain."
48002003,48,2,3,"But neither Titus, who was with me, being a Greek, was compelled to be circumcised:"
48002004,48,2,4,"And that because of false brethren unawares brought in, who came in privately to spy out our liberty which we have in Christ Jesus, that they might bring us into bondage:"
48002005,48,2,5,"To whom we gave place by subjection, no, not for an hour; that the truth of the gospel might continue with you."
48002006,48,2,6,"But of these, who seemed to be somewhat, (whatever they were, it maketh no matter to me: God accepteth no man's person:) for they who seemed to be somewhat, in conference added nothing to me:"
48002007,48,2,7,"But on the contrary, when they saw that the gospel of the uncircumcision was committed to me, as the gospel of the circumcision was to Peter;"
48002008,48,2,8,"(For he that wrought effectually in Peter to the apostleship of the circumcision, the same was mighty in me towards the Gentiles:)"
48002009,48,2,9,"And when James, Cephas, and John, who seemed to be pillars, perceived the grace that was given to me, they gave to me and Barnabas the right hands of fellowship; that we should go to the heathen, and they to the circumcision."
48002010,48,2,10,Only they would that we should remember the poor; the same which I also was forward to do.
48002011,48,2,11,"But when Peter had come to Antioch, I withstood him to the face, because he was to be blamed."
48002012,48,2,12,"For before that certain came from James, he used to eat with the Gentiles: but when they had come, he withdrew, and separated himself, fearing them who were of the circumcision."
48002013,48,2,13,And the other Jews dissembled likewise with him; so that Barnabas also was carried away with their dissimulation.
48002014,48,2,14,"But when I saw that they walked not uprightly according to the truth of the gospel, I said to Peter before them all, If thou, being a Jew, livest after the manner of Gentiles, and not as do the Jews, why compellest thou the Gentiles to live as do the Jews?"
48002015,48,2,15,"We who are Jews by nature, and not sinners of the Gentiles,"
