N-gram,Count,Version
the word of the LORD came to me,48,wbt
word of the LORD came to me saying,47,wbt
the door of the tabernacle of the congregation,45,wbt
book of the chronicles of the kings of,34,wbt
in the book of the chronicles of the,34,wbt
the book of the chronicles of the kings,34,wbt
written in the book of the chronicles of,34,wbt
are they not written in the book of,33,wbt
the LORD of hosts the God of Israel,33,wbt
when he began to reign and he reigned,32,wbt
they not written in the book of the,31,wbt
saith the LORD of hosts the God of,30,wbt
the ark of the covenant of the LORD,30,wbt
not written in the book of the chronicles,29,wbt
years old when he began to reign and,27,wbt
old when he began to reign and he,24,wbt
it shall come to pass in that day,23,wbt
they shall know that I am the LORD,23,wbt
And the word of the LORD came to,22,wbt
he his sons and his brethren were twelve,22,wbt
ye shall know that I am the LORD,22,wbt
And it shall come to pass in that,20,wbt
an offering made by fire to the LORD,20,wbt
and they shall know that I am the,20,wbt
and ye shall know that I am the,20,wbt
was evil in the sight of the LORD,20,wbt
did that which was evil in the sight,19,wbt
he did that which was evil in the,19,wbt
that which was evil in the sight of,19,wbt
which was evil in the sight of the,19,wbt
of the chronicles of the kings of Israel,18,wbt
the children of Israel and say to them,18,wbt
their families by the house of their fathers,18,wbt
to the door of the tabernacle of the,18,wbt
Thus saith the LORD of hosts the God,17,wbt
land which the LORD thy God giveth thee,17,wbt
shall come to pass in that day that,17,wbt
And he did that which was evil in,16,wbt
after their families by the house of their,16,wbt
all the congregation of the children of Israel,16,wbt
at the door of the tabernacle of the,16,wbt
of the chronicles of the kings of Judah,15,wbt
that which was right in the sight of,15,wbt
was right in the sight of the LORD,15,wbt
which was right in the sight of the,15,wbt
by fire of a sweet savor to the,14,wbt
did are they not written in the book,14,wbt
fire of a sweet savor to the LORD,14,wbt
he did are they not written in the,14,wbt
made by fire of a sweet savor to,14,wbt
And it came to pass on the morrow,13,wbt
Moreover the word of the LORD came to,13,wbt
One kid of the goats for a sinoffering,13,wbt
Speak to the children of Israel and say,13,wbt
all that were able to go forth to,13,wbt
and the priest shall make an atonement for,13,wbt
and upward all that were able to go,13,wbt
did evil in the sight of the LORD,13,wbt
fine flour mingled with oil for a meatoffering,13,wbt
from twenty years old and upward all that,13,wbt
know that I am the LORD when I,13,wbt
lamb of the first year for a burntoffering,13,wbt
of fine flour mingled with oil for a,13,wbt
old and upward all that were able to,13,wbt
that were able to go forth to war,13,wbt
the land which the LORD thy God giveth,13,wbt
the priest shall make an atonement for him,13,wbt
to the children of Israel and say to,13,wbt
twenty years old and upward all that were,13,wbt
upward all that were able to go forth,13,wbt
years old and upward all that were able,13,wbt
And for a sacrifice of peaceofferings two oxen,12,wbt
And his host and those that were numbered,12,wbt
One young bullock one ram one lamb of,12,wbt
Those that were numbered of them even of,12,wbt
a sacrifice of peaceofferings two oxen five rams,12,wbt
after the shekel of the sanctuary both of,12,wbt
bowl of seventy shekels after the shekel of,12,wbt
bullock one ram one lamb of the first,12,wbt
by the house of their fathers according to,12,wbt
did that which was right in the sight,12,wbt
families by the house of their fathers according,12,wbt
fathers according to the number of the names,12,wbt
five hegoats five lambs of the first year,12,wbt
five lambs of the first year this was,12,wbt
five rams five hegoats five lambs of the,12,wbt
for a sacrifice of peaceofferings two oxen five,12,wbt
full of fine flour mingled with oil for,12,wbt
generations after their families by the house of,12,wbt
hegoats five lambs of the first year this,12,wbt
his host and those that were numbered of,12,wbt
house of their fathers according to the number,12,wbt
in water and be unclean until the evening,12,wbt
lambs of the first year this was the,12,wbt
numbered of them even of the tribe of,12,wbt
of peaceofferings two oxen five rams five hegoats,12,wbt
of seventy shekels after the shekel of the,12,wbt
of the first year this was the offering,12,wbt
of their fathers according to the number of,12,wbt
one lamb of the first year for a,12,wbt
one ram one lamb of the first year,12,wbt
oxen five rams five hegoats five lambs of,12,wbt
peaceofferings two oxen five rams five hegoats five,12,wbt
ram one lamb of the first year for,12,wbt
rams five hegoats five lambs of the first,12,wbt
sacrifice of peaceofferings two oxen five rams five,12,wbt
say to them Thus saith the Lord GOD,12,wbt
seventy shekels after the shekel of the sanctuary,12,wbt
shall know that I am the LORD when,12,wbt
shekels after the shekel of the sanctuary both,12,wbt
silver bowl of seventy shekels after the shekel,12,wbt
that the word of the LORD came to,12,wbt
that were numbered of them even of the,12,wbt
the first year this was the offering of,12,wbt
the house of their fathers according to the,12,wbt
the shekel of the sanctuary both of them,12,wbt
their fathers according to the number of the,12,wbt
their generations after their families by the house,12,wbt
thus saith the LORD of hosts the God,12,wbt
two oxen five rams five hegoats five lambs,12,wbt
were numbered of them even of the tribe,12,wbt
young bullock one ram one lamb of the,12,wbt
And it came to pass at the end,11,wbt
And the LORD spoke to Moses and to,11,wbt
Jeroboam the son of Nebat who made Israel,11,wbt
a hundred and thirty shekels one silver bowl,11,wbt
according to the number of the names from,11,wbt
all that he did are they not written,11,wbt
and all that he did are they not,11,wbt
and in his course were twenty and four,11,wbt
and thirty shekels one silver bowl of seventy,11,wbt
behold they are written in the book of,11,wbt
both of them full of fine flour mingled,11,wbt
by their generations after their families by the,11,wbt
door of the tabernacle of the congregation and,11,wbt
from the east side to the west side,11,wbt
his clothes and bathe himself in water and,11,wbt
hundred and thirty shekels one silver bowl of,11,wbt
in his course were twenty and four thousand,11,wbt
it came to pass at the end of,11,wbt
number of the names from twenty years old,11,wbt
of the names from twenty years old and,11,wbt
of the sanctuary both of them full of,11,wbt
of them full of fine flour mingled with,11,wbt
one silver bowl of seventy shekels after the,11,wbt
sanctuary both of them full of fine flour,11,wbt
shekel of the sanctuary both of them full,11,wbt
shekels one silver bowl of seventy shekels after,11,wbt
that he did are they not written in,11,wbt
the LORD spoke to Moses and to Aaron,11,wbt
the names from twenty years old and upward,11,wbt
the number of the names from twenty years,11,wbt
the sanctuary both of them full of fine,11,wbt
them full of fine flour mingled with oil,11,wbt
they are written in the book of the,11,wbt
