N-gram,Count,Version
the word of the Lord came to me,55,bbe
word of the Lord came to me saying,54,bbe
will be certain that I am the Lord,53,bbe
And the word of the Lord came to,42,bbe
did evil in the eyes of the Lord,42,bbe
book of the history of the kings of,34,bbe
in the book of the history of the,34,bbe
recorded in the book of the history of,34,bbe
the book of the history of the kings,34,bbe
are they not recorded in the book of,31,bbe
they not recorded in the book of the,31,bbe
is what the Lord of armies has said,30,bbe
not recorded in the book of the history,29,bbe
of armies the God of Israel has said,29,bbe
the Lord of armies the God of Israel,28,bbe
Lord of armies the God of Israel has,27,bbe
which the Lord your God is giving you,26,bbe
you will be certain that I am the,26,bbe
they will be certain that I am the,25,bbe
land which the Lord your God is giving,23,bbe
old when he became king and he was,23,bbe
years old when he became king and he,23,bbe
This is what the Lord of armies has,22,bbe
the land which the Lord your God is,22,bbe
at the door of the Tent of meeting,21,bbe
He did evil in the eyes of the,20,bbe
Then the word of the Lord came to,20,bbe
and they will be certain that I am,20,bbe
give ear to the voice of the Lord,20,bbe
For this is what the Lord has said,19,bbe
an offering made by fire to the Lord,19,bbe
and you will be certain that I am,19,bbe
of the history of the kings of Israel,19,bbe
when he became king and he was ruling,19,bbe
was right in the eyes of the Lord,17,bbe
what was right in the eyes of the,17,bbe
his fathers and was put into the earth,16,bbe
rest with his fathers and was put into,16,bbe
shekels by the scale of the holy place,16,bbe
to rest with his fathers and was put,16,bbe
went to rest with his fathers and was,16,bbe
with his fathers and was put into the,16,bbe
years old when he became the father of,16,bbe
Give ear to the word of the Lord,15,bbe
is what the Lord of armies the God,15,bbe
to the door of the Tent of meeting,15,bbe
took you out of the land of Egypt,15,bbe
what the Lord of armies the God of,15,bbe
best meal mixed with oil for a meal,14,bbe
by the scale of the holy place the,14,bbe
did what was right in the eyes of,14,bbe
from the east side to the west side,14,bbe
meal mixed with oil for a meal offering,14,bbe
of the best meal mixed with oil for,14,bbe
of the history of the kings of Judah,14,bbe
say to them This is what the Lord,14,bbe
the best meal mixed with oil for a,14,bbe
to the voice of the Lord your God,14,bbe
washed and his body bathed in water and,14,bbe
who took you out of the land of,14,bbe
And he said to me Son of man,13,bbe
became king and he was ruling in Jerusalem,13,bbe
children of Reuben and the children of Gad,13,bbe
clothing washed and his body bathed in water,13,bbe
did are they not recorded in the book,13,bbe
have his clothing washed and his body bathed,13,bbe
he became king and he was ruling in,13,bbe
his clothing washed and his body bathed in,13,bbe
in the land which the Lord your God,13,bbe
into the earth in the town of David,13,bbe
is what the Lord has said See I,13,bbe
king and he was ruling in Jerusalem for,13,bbe
let all the people say So be it,13,bbe
numbered by their families and their fathers houses,13,bbe
of the first year for a burned offering,13,bbe
the ark of the agreement of the Lord,13,bbe
the children of Reuben and the children of,13,bbe
And for the peaceofferings two oxen five male,12,bbe
And let all the people say So be,12,bbe
And the Lord said to Moses and Aaron,12,bbe
He who has ears let him give ear,12,bbe
One gold spoon of ten shekels full of,12,bbe
One male of the goats for a sinoffering,12,bbe
One young ox one male sheep one helamb,12,bbe
This is what you are to say to,12,bbe
a hundred and thirty shekels in weight one,12,bbe
and over who was able to go to,12,bbe
and their fathers houses every male of twenty,12,bbe
and thirty shekels in weight one silver basin,12,bbe
as the Lord had given orders to Moses,12,bbe
basin of seventy shekels by the scale of,12,bbe
by their families and their fathers houses every,12,bbe
ear to the voice of the Lord your,12,bbe
families and their fathers houses every male of,12,bbe
five hegoats five helambs of the first year,12,bbe
five helambs of the first year this was,12,bbe
five male sheep five hegoats five helambs of,12,bbe
for the peaceofferings two oxen five male sheep,12,bbe
full of the best meal mixed with oil,12,bbe
gold spoon of ten shekels full of spice,12,bbe
hegoats five helambs of the first year this,12,bbe
helamb of the first year for a burned,12,bbe
helambs of the first year this was the,12,bbe
helambs of the first year without any mark,12,bbe
holy place the two of them full of,12,bbe
hundred and thirty shekels in weight one silver,12,bbe
in weight one silver basin of seventy shekels,12,bbe
male sheep five hegoats five helambs of the,12,bbe
male sheep one helamb of the first year,12,bbe
of seventy shekels by the scale of the,12,bbe
of the first year this was the offering,12,bbe
of the holy place the two of them,12,bbe
of them full of the best meal mixed,12,bbe
one helamb of the first year for a,12,bbe
one male sheep one helamb of the first,12,bbe
one silver basin of seventy shekels by the,12,bbe
one silver plate a hundred and thirty shekels,12,bbe
over who was able to go to war,12,bbe
ox one male sheep one helamb of the,12,bbe
oxen five male sheep five hegoats five helambs,12,bbe
peaceofferings two oxen five male sheep five hegoats,12,bbe
place the two of them full of the,12,bbe
plate a hundred and thirty shekels in weight,12,bbe
scale of the holy place the two of,12,bbe
seventy shekels by the scale of the holy,12,bbe
sheep five hegoats five helambs of the first,12,bbe
sheep one helamb of the first year for,12,bbe
shekels in weight one silver basin of seventy,12,bbe
silver basin of seventy shekels by the scale,12,bbe
silver plate a hundred and thirty shekels in,12,bbe
the first year this was the offering of,12,bbe
the holy place the two of them full,12,bbe
the peaceofferings two oxen five male sheep five,12,bbe
the scale of the holy place the two,12,bbe
the two of them full of the best,12,bbe
the word of the Lord came to Jeremiah,12,bbe
their families and their fathers houses every male,12,bbe
their fathers houses every male of twenty years,12,bbe
them full of the best meal mixed with,12,bbe
thirty shekels in weight one silver basin of,12,bbe
to have his clothing washed and his body,12,bbe
two of them full of the best meal,12,bbe
two oxen five male sheep five hegoats five,12,bbe
weight one silver basin of seventy shekels by,12,bbe
were numbered by their families and their fathers,12,bbe
young ox one male sheep one helamb of,12,bbe
