the,596
and,303
of,210
to,174
king,127
that,99
in,93
unto,80
And,75
kings,69
his,66
was,59
Mordecai,56
all,56
it,56
Esther,53
for,53
him,51
Haman,50
had,47
Jews,45
be,44
he,44
day,36
they,36
them,35
her,34
is,34
said,33
which,33
with,33
a,32
on,32
Then,31
their,30
Ahasuerus,29
were,28
people,27
queen,27
every,26
house,26
not,26
before,25
shall,25
upon,23
month,22
according,21
she,21
when,21
I,20
came,20
from,20
provinces,20
Shushan,19
days,18
as,17
this,17
let,16
at,15
come,15
commandment,15
should,15
women,15
so,14
but,13
given,13
into,13
made,13
out,13
palace,13
royal,13
what,13
So,12
did,12
gate,12
have,12
my,12
princes,12
thou,12
written,12
The,11
against,11
banquet,11
decree,11
do,11
done,11
kingdom,11
man,11
these,11
thy,11
told,11
went,11
whom,11
Vashti,10
also,10
by,10
commanded,10
even,10
honour,10
province,10
For,9
Now,9
chamberlains,9
city,9
one,9
request,9
servants,9
there,9
together,9
writing,9
Adar,8
If,8
Jew,8
are,8
called,8
court,8
destroy,8
gallows,8
gave,8
great,8
hand,8
name,8
nor,8
son,8
things,8
But,7
brought,7
go,7
hanged,7
hundred,7
letters,7
may,7
over,7
sent,7
seven,7
themselves,7
thereof,7
What,6
among,6
answered,6
apparel,6
been,6
both,6
enemy,6
favour,6
feast,6
good,6
if,6
make,6
perish,6
petition,6
please,6
prepared,6
ring,6
sat,6
sight,6
thee,6
thirteenth,6
those,6
who,6
wine,6
