N-gram,Count,Version
word of Jehovah came unto me saying,54,dby
the word of Jehovah came unto me,53,dby
And the word of Jehovah came unto,52,dby
And it came to pass in the,48,dby
And the rest of the acts of,43,dby
the entrance of the tent of meeting,40,dby
And it came to pass when the,39,dby
years old when he began to reign,38,dby
Jehovah of hosts the God of Israel,37,dby
he began to reign and he reigned,35,dby
old when he began to reign and,35,dby
when he began to reign and he,35,dby
written in the book of the chronicles,35,dby
book of the chronicles of the kings,34,dby
in the book of the chronicles of,34,dby
of the chronicles of the kings of,34,dby
the book of the chronicles of the,34,dby
And it shall come to pass in,32,dby
are they not written in the book,31,dby
not written in the book of the,31,dby
they not written in the book of,31,dby
saith Jehovah of hosts the God of,30,dby
the ark of the covenant of Jehovah,30,dby
did evil in the sight of Jehovah,29,dby
it shall come to pass in that,27,dby
shall come to pass in that day,27,dby
he did evil in the sight of,26,dby
And it came to pass at the,25,dby
in Jerusalem and his mothers name was,25,dby
they shall know that I am Jehovah,25,dby
of the tribe of the children of,24,dby
forth out of the land of Egypt,23,dby
And he did evil in the sight,22,dby
ye shall know that I am Jehovah,22,dby
And it shall come to pass when,21,dby
Thus saith Jehovah the God of Israel,21,dby
according to the shekel of the sanctuary,21,dby
and they shall know that I am,21,dby
come to pass in that day that,21,dby
years in Jerusalem and his mothers name,21,dby
and ye shall know that I am,20,dby
at the entrance of the tent of,20,dby
buck of the goats for a sinoffering,20,dby
And it came to pass on the,19,dby
And the word of Jehovah came to,19,dby
one buck of the goats for a,19,dby
their families according to their fathers houses,19,dby
And it came to pass as he,18,dby
And it shall come to pass that,18,dby
after their families according to their fathers,18,dby
children of Israel and say unto them,18,dby
the children of Israel and say unto,18,dby
the chronicles of the kings of Israel,18,dby
up out of the land of Egypt,18,dby
was right in the sight of Jehovah,18,dby
Thus saith Jehovah of hosts the God,17,dby
into the hand of the king of,17,dby
shekels according to the shekel of the,17,dby
what was right in the sight of,17,dby
And he said unto me Son of,16,dby
he said unto me Son of man,16,dby
land which Jehovah thy God giveth thee,16,dby
And it came to pass as they,15,dby
Speak unto the children of Israel and,15,dby
a land flowing with milk and honey,15,dby
the chronicles of the kings of Judah,15,dby
the whole assembly of the children of,15,dby
whole assembly of the children of Israel,15,dby
came to pass at the end of,14,dby
did are they not written in the,14,dby
fine flour mingled with oil for an,14,dby
flour mingled with oil for an oblation,14,dby
he did are they not written in,14,dby
it came to pass at the end,14,dby
of fine flour mingled with oil for,14,dby
shall know that I am Jehovah when,14,dby
slept with his fathers and was buried,14,dby
the priest shall make atonement for him,14,dby
unto them Thus saith the Lord Jehovah,14,dby
water and be unclean until the even,14,dby
with the edge of the sword and,14,dby
And Jehovah spoke to Moses and to,13,dby
Jehovah spoke to Moses and to Aaron,13,dby
Thus saith the Lord Jehovah Behold I,13,dby
according to their fathers houses by the,13,dby
all that went forth to military service,13,dby
and upward all that went forth to,13,dby
did what was right in the sight,13,dby
families according to their fathers houses by,13,dby
fathers houses by the number of the,13,dby
from twenty years old and upward all,13,dby
houses by the number of the names,13,dby
know that I am Jehovah when I,13,dby
old and upward all that went forth,13,dby
that soul shall be cut off from,13,dby
their fathers houses by the number of,13,dby
thus saith the Lord Jehovah Behold I,13,dby
to their fathers houses by the number,13,dby
twenty years old and upward all that,13,dby
unto the children of Israel and say,13,dby
upward all that went forth to military,13,dby
years old and upward all that went,13,dby
And it came to pass when he,12,dby
And these are the names of the,12,dby
a hundred and thirty shekels one silver,12,dby
a sacrifice of peaceoffering two oxen five,12,dby
and for a sacrifice of peaceoffering two,12,dby
and his host even those that were,12,dby
and in his division were twentyfour thousand,12,dby
and purple and scarlet and twined byssus,12,dby
and the priest shall make atonement for,12,dby
and the prince of the sons of,12,dby
and thirty shekels one silver bowl of,12,dby
are written in the book of the,12,dby
behold they are written in the book,12,dby
blue and purple and scarlet and twined,12,dby
both of them full of fine flour,12,dby
bowl of seventy shekels according to the,12,dby
bullock one ram one yearling lamb for,12,dby
by the number of the names from,12,dby
cup of ten shekels of gold full,12,dby
dish of the weight of a hundred,12,dby
even those that were numbered of them,12,dby
five rams five hegoats five yearling lambs,12,dby
for a sacrifice of peaceoffering two oxen,12,dby
full of fine flour mingled with oil,12,dby
generations after their families according to their,12,dby
his host even those that were numbered,12,dby
hundred and thirty shekels one silver bowl,12,dby
in water and be unclean until the,12,dby
manner of servile work shall ye do,12,dby
numbered of them of the tribe of,12,dby
of a hundred and thirty shekels one,12,dby
of peaceoffering two oxen five rams five,12,dby
of seventy shekels according to the shekel,12,dby
of ten shekels of gold full of,12,dby
of the sanctuary both of them full,12,dby
of the weight of a hundred and,12,dby
of them full of fine flour mingled,12,dby
one cup of ten shekels of gold,12,dby
one ram one yearling lamb for a,12,dby
one silver bowl of seventy shekels according,12,dby
one silver dish of the weight of,12,dby
one young bullock one ram one yearling,12,dby
out of all the tribes of Israel,12,dby
oxen five rams five hegoats five yearling,12,dby
peaceoffering two oxen five rams five hegoats,12,dby
ram one yearling lamb for a burntoffering,12,dby
sacrifice of peaceoffering two oxen five rams,12,dby
sanctuary both of them full of fine,12,dby
say unto them Thus saith the Lord,12,dby
seventy shekels according to the shekel of,12,dby
shekel of the sanctuary both of them,12,dby
shekels one silver bowl of seventy shekels,12,dby
silver bowl of seventy shekels according to,12,dby
silver dish of the weight of a,12,dby
ten shekels of gold full of incense,12,dby
that were numbered of them of the,12,dby
the God of Israel Behold I will,12,dby
the assembly of the children of Israel,12,dby
the sanctuary both of them full of,12,dby
the shekel of the sanctuary both of,12,dby
the weight of a hundred and thirty,12,dby
their generations after their families according to,12,dby
them full of fine flour mingled with,12,dby
they are written in the book of,12,dby
thirty shekels one silver bowl of seventy,12,dby
those that were numbered of them of,12,dby
thus saith Jehovah of hosts the God,12,dby
to the shekel of the sanctuary both,12,dby
two oxen five rams five hegoats five,12,dby
weight of a hundred and thirty shekels,12,dby
were numbered of them of the tribe,12,dby
with his fathers in the city of,12,dby
young bullock one ram one yearling lamb,12,dby
And all the people shall say Amen,11,dby
And it came to pass when they,11,dby
all that he did are they not,11,dby
and all that he did are they,11,dby
bathe in water and be unclean until,11,dby
for the tribe of the children of,11,dby
from the east side unto the west,11,dby
his fathers in the city of David,11,dby
month on the first of the month,11,dby
names from twenty years old and upward,11,dby
no manner of servile work shall ye,11,dby
number of the names from twenty years,11,dby
of the names from twenty years old,11,dby
offering was one silver dish of the,11,dby
saith the Lord Jehovah Behold I will,11,dby
slept with his fathers and they buried,11,dby
spoke to Moses and to Aaron saying,11,dby
that he did are they not written,11,dby
the east side unto the west side,11,dby
the names from twenty years old and,11,dby
the number of the names from twenty,11,dby
was one silver dish of the weight,11,dby
with his fathers and they buried him,11,dby
And he did what was right in,10,dby
And it came to pass after this,10,dby
And it shall come to pass if,10,dby
And the king of Israel said to,10,dby
Jeroboam the son of Nebat who made,10,dby
according to the word of Jehovah which,10,dby
and bathe in water and be unclean,10,dby
and say Thus saith the Lord Jehovah,10,dby
day the prince of the children of,10,dby
he did what was right in the,10,dby
in the sight of Jehovah according to,10,dby
it came to pass after this that,10,dby
of Jeroboam the son of Nebat who,10,dby
of Nebat who made Israel to sin,10,dby
sight of Jehovah according to all that,10,dby
sins of Jeroboam the son of Nebat,10,dby
son of Josiah the king of Judah,10,dby
son of Nebat who made Israel to,10,dby
the anger of Jehovah was kindled against,10,dby
the sight of Jehovah according to all,10,dby
the sins of Jeroboam the son of,10,dby
the son of Josiah the king of,10,dby
the son of Nebat who made Israel,10,dby
to the word of Jehovah which he,10,dby
And it came to pass after these,9,dby
And it came to pass that when,9,dby
His offering was one silver dish of,9,dby
