N-gram,Count,Book
to him,138,40
say to,92,40
to them,91,40
said to,88,40
to you,84,40
shall be,80,40
having come,76,40
and having,75,40
and he,66,40
and they,63,40
who is,62,40
the heavens,61,40
I say,57,40
from the,57,40
And Jesus,55,40
saith to,43,40
the reign,43,40
Son of,42,40
having gone,42,40
ye may,42,40
answering said,40,40
may not,40,40
reign of,39,40
the Son,39,40
And he,38,40
come to,38,40
his disciples,38,40
he who,35,40
And having,34,40
I will,34,40
Jesus having,33,40
all the,33,40
did not,32,40
of Man,31,40
and ye,27,40
came to,27,40
of God,27,40
to thee,27,40
ye shall,27,40
a man,26,40
is not,26,40
it is,26,40
the chief,26,40
to his,26,40
and his,25,40
having seen,25,40
the multitudes,25,40
having been,24,40
him saying,24,40
they shall,24,40
they were,23,40
you that,23,40
Jesus said,22,40
and lo,22,40
having heard,22,40
he said,22,40
he was,22,40
is the,22,40
that they,22,40
the earth,22,40
him and,21,40
is in,21,40
may be,21,40
one of,21,40
the disciples,21,40
upon the,21,40
whoever may,21,40
Father who,20,40
hath been,20,40
having taken,20,40
that which,20,40
thou mayest,20,40
I did,19,40
able to,19,40
for the,19,40
not be,19,40
the Pharisees,19,40
the house,19,40
chief priests,18,40
he shall,18,40
him to,18,40
shall not,18,40
that he,18,40
that it,18,40
the sea,18,40
they may,18,40
who did,18,40
also the,17,40
and I,17,40
and if,17,40
because of,17,40
he did,17,40
he is,17,40
of his,17,40
of them,17,40
the Lord,17,40
to pass,17,40
up to,17,40
I am,16,40
Verily I,16,40
and Jesus,16,40
and did,16,40
do not,16,40
he answering,16,40
he having,16,40
in his,16,40
of this,16,40
the prophet,16,40
the way,16,40
they did,16,40
disciples having,15,40
he may,15,40
near to,15,40
that is,15,40
the heaven,15,40
thou shalt,15,40
to me,15,40
ye did,15,40
and all,14,40
and whoever,14,40
him a,14,40
let him,14,40
priests and,14,40
that I,14,40
the king,14,40
them and,14,40
thou art,14,40
verily I,14,40
with him,14,40
cast out,13,40
forth to,13,40
have not,13,40
he saith,13,40
it shall,13,40
lo a,13,40
may say,13,40
me and,13,40
the multitude,13,40
was spoken,13,40
Jesus answering,12,40
a great,12,40
all these,12,40
and there,12,40
and those,12,40
come forth,12,40
for a,12,40
fulfilled that,12,40
he will,12,40
him they,12,40
his brother,12,40
is he,12,40
mother and,12,40
my Father,12,40
no one,12,40
that was,12,40
the boat,12,40
the nations,12,40
the other,12,40
the prophets,12,40
thee to,12,40
to those,12,40
to us,12,40
which is,12,40
ye not,12,40
your Father,12,40
 I,11,40
He who,11,40
Jesus saith,11,40
and shall,11,40
be fulfilled,11,40
because they,11,40
come near,11,40
gathered together,11,40
it hath,11,40
not able,11,40
the Christ,11,40
the elders,11,40
the people,11,40
the temple,11,40
the things,11,40
them saying,11,40
they are,11,40
this is,11,40
to take,11,40
you and,11,40
And they,10,40
And when,10,40
I do,10,40
Jesus to,10,40
Wo to,10,40
and Pharisees,10,40
and immediately,10,40
and may,10,40
and said,10,40
and saying,10,40
and then,10,40
and were,10,40
do ye,10,40
doth come,10,40
for they,10,40
gone forth,10,40
having risen,10,40
he doth,10,40
he to,10,40
him up,10,40
his wife,10,40
if ye,10,40
it and,10,40
it be,10,40
like to,10,40
not to,10,40
prophet saying,10,40
right hand,10,40
saying Sir,10,40
so that,10,40
sons of,10,40
swear by,10,40
that ye,10,40
the evil,10,40
the field,10,40
the first,10,40
the land,10,40
the man,10,40
the scribes,10,40
them to,10,40
there came,10,40
there shall,10,40
they might,10,40
to come,10,40
with me,10,40
you to,10,40
 ye,9,40
And if,9,40
Pharisees having,9,40
and doth,9,40
and it,9,40
and not,9,40
and one,9,40
because ye,9,40
been written,9,40
did follow,9,40
enter into,9,40
for I,9,40
for it,9,40
gone away,9,40
hand and,9,40
having left,9,40
he went,9,40
heard that,9,40
heavens is,9,40
his lord,9,40
his mother,9,40
is like,9,40
it was,9,40
might be,9,40
of David,9,40
of Israel,9,40
of these,9,40
of those,9,40
on him,9,40
scribes and,9,40
shalt not,9,40
that thou,9,40
the child,9,40
the good,9,40
the governor,9,40
the sanctuary,9,40
the two,9,40
thou didst,9,40
through the,9,40
till the,9,40
to drink,9,40
to give,9,40
who were,9,40
ye are,9,40
 because,8,40
 let,8,40
And his,8,40
I also,8,40
I have,8,40
I may,8,40
John the,8,40
Thou shalt,8,40
and from,8,40
as they,8,40
at the,8,40
away to,8,40
