60001001,60,1,1,"Peter, apostle of Jesus Christ, to [the] sojourners of [the] dispersion of Pontus, Galatia, Cappadocia, Asia, and Bithynia,"
60001002,60,1,2,"elect according to [the] foreknowledge of God [the] Father, by sanctification of [the] Spirit, unto [the] obedience and sprinkling of [the] blood of Jesus Christ: Grace to you and peace be multiplied."
60001003,60,1,3,"Blessed [be] the God and Father of our Lord Jesus Christ, who, according to his great mercy, has begotten us again to a living hope through [the] resurrection of Jesus Christ from among [the] dead,"
60001004,60,1,4,"to an incorruptible and undefiled and unfading inheritance, reserved in [the] heavens for you,"
60001005,60,1,5,who are kept guarded by [the] power of God through faith for salvation ready to be revealed in [the] last time.
60001006,60,1,6,"Wherein ye exult, for a little while at present, if needed, put to grief by various trials,"
60001007,60,1,7,"that the proving of your faith, much more precious than of gold which perishes, though it be proved by fire, be found to praise and glory and honour in [the] revelation of Jesus Christ:"
60001008,60,1,8,"whom, having not seen, ye love; on whom [though] not now looking, but believing, ye exult with joy unspeakable and filled with [the] glory,"
60001009,60,1,9,"receiving the end of your faith, [the] salvation of [your] souls."
60001010,60,1,10,"Concerning which salvation prophets, who have prophesied of the grace towards you, sought out and searched out;"
60001011,60,1,11,"searching what, or what manner of time, the Spirit of Christ which [was] in them pointed out, testifying before of the sufferings which [belonged] to Christ, and the glories after these."
60001012,60,1,12,"To whom it was revealed, that not to themselves but to you they ministered those things, which have now been announced to you by those who have declared to you the glad tidings by [the] Holy Spirit, sent from heaven, which angels desire to look into."
60001013,60,1,13,"Wherefore, having girded up the loins of your mind, [be] sober [and] hope with perfect stedfastness in the grace [which will be] brought to you at [the] revelation of Jesus Christ;"
60001014,60,1,14,"as children of obedience, not conformed to [your] former lusts in your ignorance;"
60001015,60,1,15,"but as he who has called you is holy, be ye also holy in all [your] conversation;"
60001016,60,1,16,"because it is written, Be ye holy, for *I* am holy."
60001017,60,1,17,"And if ye invoke as Father him who, without regard of persons, judges according to the work of each, pass your time of sojourn in fear,"
60001018,60,1,18,"knowing that ye have been redeemed, not by corruptible [things, as] silver or gold, from your vain conversation handed down from [your] fathers,"
60001019,60,1,19,"but by precious blood, as of a lamb without blemish and without spot, [the blood] of Christ,"
60001020,60,1,20,"foreknown indeed before [the] foundation of [the] world, but who has been manifested at the end of times for your sakes,"
60001021,60,1,21,"who by him do believe on God, who has raised him from among [the] dead and given him glory, that your faith and hope should be in God."
60001022,60,1,22,"Having purified your souls by obedience to the truth to unfeigned brotherly love, love one another out of a pure heart fervently;"
60001023,60,1,23,"being born again, not of corruptible seed, but of incorruptible, by [the] living and abiding word of God."
60001024,60,1,24,"Because all flesh [is] as grass, and all its glory as [the] flower of grass. The grass has withered and [its] flower has fallen;"
60001025,60,1,25,but the word of [the] Lord abides for eternity. But this is the word which in the glad tidings [is] preached to you.
60002001,60,2,1,"Laying aside therefore all malice and all guile and hypocrisies and envyings and all evil speakings,"
