19001001,19,1,1,"Blessed is the man that walketh not in the counsel of the wicked, and standeth not in the way of sinners, and sitteth not in the seat of scorners;"
19001002,19,1,2,"But his delight is in Jehovah's law, and in his law doth he meditate day and night."
19001003,19,1,3,"And he [is] as a tree planted by brooks of water, which giveth its fruit in its season, and whose leaf fadeth not; and all that he doeth prospereth."
19001004,19,1,4,The wicked are not so; but are as the chaff which the wind driveth away.
19001005,19,1,5,"Therefore the wicked shall not stand in the judgment, nor sinners in the assembly of the righteous."
19001006,19,1,6,"For Jehovah knoweth the way of the righteous, but the way of the wicked shall perish."
19002001,19,2,1,"Why are the nations in tumultuous agitation, and [why] do the peoples meditate a vain thing?"
19002002,19,2,2,"The kings of the earth set themselves, and the princes plot together, against Jehovah and against his anointed:"
19002003,19,2,3,"Let us break their bonds asunder, and cast away their cords from us!"
19002004,19,2,4,"He that dwelleth in the heavens shall laugh, the Lord shall have them in derision."
19002005,19,2,5,"Then will he speak to them in his anger, and in his fierce displeasure will he terrify them:"
19002006,19,2,6,"And *I* have anointed my king upon Zion, the hill of my holiness."
19002007,19,2,7,"I will declare the decree: Jehovah hath said unto me, Thou art my Son; *I* this day have begotten thee."
19002008,19,2,8,"Ask of me, and I will give thee nations for an inheritance, and for thy possession the ends of the earth:"
19002009,19,2,9,"Thou shalt break them with a sceptre of iron, as a potter's vessel thou shalt dash them in pieces."
19002010,19,2,10,"And now, O kings, be ye wise, be admonished, ye judges of the earth."
19002011,19,2,11,"Serve Jehovah with fear, and rejoice with trembling."
19002012,19,2,12,"Kiss the Son, lest he be angry, and ye perish in the way, though his anger burn but a little. Blessed are all who have their trust in him."
19003001,19,3,1,"{A Psalm of David, when he fled from Absalom his son.} Jehovah, how many are they that trouble me, many they that rise up against me!"
19003002,19,3,2,"Many say of my soul, There is no salvation for him in God. Selah."
19003003,19,3,3,"But thou, Jehovah, art a shield about me; my glory, and the lifter up of my head."
19003004,19,3,4,"With my voice will I call to Jehovah, and he will answer me from the hill of his holiness. Selah."
19003005,19,3,5,"I laid me down and slept; I awaked, for Jehovah sustaineth me."
19003006,19,3,6,I will not fear for myriads of the people that have set themselves against me round about.
19003007,19,3,7,"Arise, Jehovah; save me, my God! For thou hast smitten all mine enemies upon the cheekbone, thou hast broken the teeth of the wicked."
19003008,19,3,8,Salvation is of Jehovah; thy blessing is upon thy people. Selah.
19004001,19,4,1,"{To the chief Musician. On stringed instruments. A Psalm of David.} When I call, answer me, O God of my righteousness: in pressure thou hast enlarged me; be gracious unto me, and hear my prayer."
19004002,19,4,2,"Ye sons of men, till when is my glory [to be put] to shame? [How long] will ye love vanity, will ye seek after a lie? Selah."
19004003,19,4,3,But know that Jehovah hath set apart the pious [man] for himself: Jehovah will hear when I call unto him.
19004004,19,4,4,"Be moved with anger, and sin not; meditate in your own hearts upon your bed, and be still. Selah."
19004005,19,4,5,"Offer sacrifices of righteousness, and confide in Jehovah."
19004006,19,4,6,"Many say, Who shall cause us to see good? Lift up upon us the light of thy countenance, O Jehovah."
19004007,19,4,7,"Thou hast put joy in my heart, more than in the time that their corn and their new wine was in abundance."
19004008,19,4,8,"In peace will I both lay me down and sleep; for thou, Jehovah, alone makest me to dwell in safety."
19005001,19,5,1,"{To the chief Musician. Upon Nehiloth. A Psalm of David.} Give ear to my words, O Jehovah; consider my meditation."
19005002,19,5,2,"Hearken unto the voice of my crying, my king and my God; for to thee will I pray."
19005003,19,5,3,"Jehovah, in the morning shalt thou hear my voice; in the morning will I address myself to thee, and will look up."
19005004,19,5,4,For thou art not a Ã¹God that hath pleasure in wickedness; evil shall not sojourn with thee.
19005005,19,5,5,Insolent fools shall not stand before thine eyes; thou hatest all workers of iniquity.
19005006,19,5,6,Thou wilt destroy them that speak lies: Jehovah abhorreth a man of blood and deceit.
19005007,19,5,7,"But as for me, in the greatness of thy loving-kindness will I enter thy house; I will bow down toward the temple of thy holiness in thy fear."
19005008,19,5,8,"Lead me, Jehovah, in thy righteousness, because of my foes; make thy way plain before me."
19005009,19,5,9,"For there is no certainty in their mouth; their inward part is perversion, their throat is an open sepulchre; they flatter with their tongue."
