N-gram,Count,Version
And there is a word of Jehovah unto me,48,ylt
there is a word of Jehovah unto me saying,46,ylt
on the book of the Chronicles of the kings,33,ylt
the book of the Chronicles of the kings of,33,ylt
written on the book of the Chronicles of the,33,ylt
doth the evil thing in the eyes of Jehovah,32,ylt
are they not written on the book of the,30,ylt
And it hath come to pass in that day,29,ylt
not written on the book of the Chronicles of,29,ylt
they not written on the book of the Chronicles,29,ylt
hath reigned in Jerusalem and the name of his,25,ylt
he hath reigned in Jerusalem and the name of,25,ylt
in Jerusalem and the name of his mother is,25,ylt
reigned in Jerusalem and the name of his mother,25,ylt
he doth the evil thing in the eyes of,23,ylt
and he doth the evil thing in the eyes,22,ylt
that which is right in the eyes of Jehovah,22,ylt
years he hath reigned in Jerusalem and the name,21,ylt
book of the Chronicles of the kings of Israel,18,ylt
by their families by the house of their fathers,18,ylt
sons of Israel and thou hast said unto them,18,ylt
the sons of Israel and thou hast said unto,18,ylt
do the evil thing in the eyes of Jehovah,16,ylt
And it cometh to pass at the end of,15,ylt
book of the Chronicles of the kings of Judah,15,ylt
land which Jehovah thy God is giving to thee,15,ylt
a son of twenty years and upward every one,14,ylt
and upward every one going out to the host,14,ylt
did are they not written on the book of,14,ylt
from a son of twenty years and upward every,14,ylt
he did are they not written on the book,14,ylt
of twenty years and upward every one going out,14,ylt
one bullock a son of the herd one ram,14,ylt
son of twenty years and upward every one going,14,ylt
that he did are they not written on the,14,ylt
twenty years and upward every one going out to,14,ylt
years and upward every one going out to the,14,ylt
I live  an affirmation of the Lord Jehovah,13,ylt
Speak unto the sons of Israel and thou hast,13,ylt
births by their families by the house of their,13,ylt
by the house of their fathers in the number,13,ylt
doth that which is right in the eyes of,13,ylt
families by the house of their fathers in the,13,ylt
house of their fathers in the number of names,13,ylt
lamb a son of a year for a burntoffering,13,ylt
the evil thing in the eyes of Jehovah and,13,ylt
the house of their fathers in the number of,13,ylt
their births by their families by the house of,13,ylt
their families by the house of their fathers in,13,ylt
unto the sons of Israel and thou hast said,13,ylt
 their births by their families by the house,12,ylt
a hundred and thirty shekels one silver bowl of,12,ylt
a sacrifice of the peaceofferings two oxen five rams,12,ylt
a son of the herd one ram one lamb,12,ylt
and for a sacrifice of the peaceofferings two oxen,12,ylt
and on his course are twenty and four thousand,12,ylt
and thirty shekels one silver bowl of seventy shekels,12,ylt
both of them full of flour mixed with oil,12,ylt
bowl of seventy shekels by the shekel of the,12,ylt
bullock a son of the herd one ram one,12,ylt
by the shekel of the sanctuary both of them,12,ylt
dish its weight a hundred and thirty shekels one,12,ylt
five hegoats five lambs sons of a year this,12,ylt
five lambs sons of a year this is the,12,ylt
five rams five hegoats five lambs sons of a,12,ylt
for a sacrifice of the peaceofferings two oxen five,12,ylt
full of flour mixed with oil for a present,12,ylt
hegoats five lambs sons of a year this is,12,ylt
herd one ram one lamb a son of a,12,ylt
hundred and thirty shekels one silver bowl of seventy,12,ylt
its weight a hundred and thirty shekels one silver,12,ylt
lambs sons of a year this is the offering,12,ylt
of seventy shekels by the shekel of the sanctuary,12,ylt
of the herd one ram one lamb a son,12,ylt
of the peaceofferings two oxen five rams five hegoats,12,ylt
of the sanctuary both of them full of flour,12,ylt
of them full of flour mixed with oil for,12,ylt
one golden spoon of ten shekels full of perfume,12,ylt
one lamb a son of a year for a,12,ylt
one ram one lamb a son of a year,12,ylt
one silver bowl of seventy shekels by the shekel,12,ylt
one silver dish its weight a hundred and thirty,12,ylt
oxen five rams five hegoats five lambs sons of,12,ylt
peaceofferings two oxen five rams five hegoats five lambs,12,ylt
ram one lamb a son of a year for,12,ylt
rams five hegoats five lambs sons of a year,12,ylt
sacrifice of the peaceofferings two oxen five rams five,12,ylt
sanctuary both of them full of flour mixed with,12,ylt
seventy shekels by the shekel of the sanctuary both,12,ylt
shekel of the sanctuary both of them full of,12,ylt
shekels by the shekel of the sanctuary both of,12,ylt
shekels one silver bowl of seventy shekels by the,12,ylt
silver bowl of seventy shekels by the shekel of,12,ylt
silver dish its weight a hundred and thirty shekels,12,ylt
son of the herd one ram one lamb a,12,ylt
sons of a year this is the offering of,12,ylt
the herd one ram one lamb a son of,12,ylt
the peaceofferings two oxen five rams five hegoats five,12,ylt
