10001001,10,1,1,"Now after the death of Saul, when David, having come back from the destruction of the Amalekites, had been in Ziklag for two days;"
10001002,10,1,2,"On the third day a man came from Saul's tents, with his clothing out of order and earth on his head: and when he came to David, he went down on the earth and gave him honour."
10001003,10,1,3,"And David said to him, Where have you come from? And he said, I have come in flight from the tents of Israel."
10001004,10,1,4,"And David said to him, How did things go? Give me the news. And in answer he said, The people have gone in flight from the fight, and a great number of them are dead; and Saul and his son Jonathan are dead."
10001005,10,1,5,"And David said to the young man who gave him the news, Why are you certain that Saul and his son Jonathan are dead?"
10001006,10,1,6,"And the young man said, I came by chance to Mount Gilboa, and I saw Saul supporting himself on his spear; and the war-carriages and horsemen overtook him."
10001007,10,1,7,"And looking back, he saw me and gave a cry to me. And answering him I said, Here am I."
10001008,10,1,8,"And he said to me, Who are you? And I said, I am an Amalekite."
10001009,10,1,9,"Then he said to me, Come here to my side, and put me to death, for the pain of death has me in its grip but my life is still strong in me."
10001010,10,1,10,"So I put my foot on him and gave him his death-blow, because I was certain that he would not go on living after his fall: and I took the crown from his head and the band from his arm, and I have them here for my lord."
10001011,10,1,11,"Then David gave way to bitter grief, and so did all the men who were with him:"
10001012,10,1,12,"And till evening they gave themselves to sorrow and weeping, and took no food, weeping for Saul and for Jonathan, his son, and for the people of the Lord and for the men of Israel; because they had come to their end by the sword."
10001013,10,1,13,"And David said to the young man who had given him the news, Where do you come from? And he said, I am the son of a man from a strange land; I am an Amalekite."
10001014,10,1,14,"And David said to him, Had you no fear of stretching out your hand to put to death the one marked with the holy oil?"
10001015,10,1,15,"And David sent for one of his young men and said, Go near and put an end to him. And he put him to death."
10001016,10,1,16,"And David said to him, May your blood be on your head; for your mouth has given witness against you, saying, I have put to death the man marked with the holy oil."
10001017,10,1,17,"Then David made this song of grief for Saul and Jonathan, his son:"
10001018,10,1,18,(It is recorded in the book of Jashar for teaching to the sons of Judah) and he said:
10001019,10,1,19,"The glory, O Israel, is dead on your high places! How have the great ones been made low!"
10001020,10,1,20,"Give no news of it in Gath, let it not be said in the streets of Ashkelon; or the daughters of the Philistines will be glad, the daughters of men without circumcision will be uplifted in joy."
10001021,10,1,21,"O mountains of Gilboa, let there be no dew or rain on you, you fields of death: for there the arms of the strong have been shamed, the arms of Saul, as if he had not been marked with the holy oil."
10001022,10,1,22,"From the blood of the dead, from the fat of the strong, the bow of Jonathan was not turned back, the sword of Saul did not come back unused."
10001023,10,1,23,"Saul and Jonathan were loved and pleasing; in their lives and in their death they were not parted; they went more quickly than eagles, they were stronger than lions."
10001024,10,1,24,"O daughters of Israel, have sorrow for Saul, by whom you were delicately clothed in robes of red, with ornaments of gold on your dresses."
10001025,10,1,25,How have the great ones been made low in the fight! Jonathan is dead on your high places.
10001026,10,1,26,"I am full of grief for you, my brother Jonathan: very dear have you been to me: your love for me was a wonder, greater than the love of women."
10001027,10,1,27,"How have the great ones been made low, and the arms of war broken!"
10002001,10,2,1,"Now after this, David, questioning the Lord, said, Am I to go up into any of the towns of Judah? And the Lord said to him, Go up. And David said, Where am I to go? And he said, To Hebron."
10002002,10,2,2,"So David went there, taking with him his two wives, Ahinoam of Jezreel, and Abigail, the wife of Nabal of Carmel."
10002003,10,2,3,"And David took all his men with him, every man with his family: and they were living in the towns round Hebron."
10002004,10,2,4,"And the men of Judah came there, and with the holy oil made David king over the people of Judah. And word came to David that it was the men of Jabesh-gilead who put Saul's body in its last resting-place."
10002005,10,2,5,"And David sent to the men of Jabesh-gilead and said to them, May the Lord give you his blessing, because you have done this kind act to Saul your lord, and have put his body to rest!"
10002006,10,2,6,"May the Lord be good and true to you: and I myself will see that your kind act is rewarded, because you have done this thing."
10002007,10,2,7,"Then let your hands be strong, and have no fear: though Saul your lord is dead, the people of Judah have made me their king."
10002008,10,2,8,"Now Abner, the son of Ner, captain of Saul's army, had taken Saul's son Ish-bosheth over to Mahanaim,"
10002009,10,2,9,"And made him king over Gilead and the Asherites and over Jezreel and Ephraim and Benjamin, that is, over all Israel."
10002010,10,2,10,"(Saul's son Ish-bosheth was forty years old when he became king over Israel, and he was ruler for two years.) But Judah was on the side of David."
10002011,10,2,11,And the time when David was king in Hebron over the people of Judah was seven years and six months.
10002012,10,2,12,"And Abner, the son of Ner, with the servants of Saul's son Ish-bosheth, went out from Mahanaim to Gibeon."
10002013,10,2,13,"And Joab, the son of Zeruiah, and the servants of David, went out and came face to face with them by the pool of Gibeon; and they took up their position, facing one another on opposite sides of the pool."
10002014,10,2,14,"And Abner said to Joab, Let the young men give a test of their strength before us. And Joab said, Let them do so."
