N-gram,Count,Version
years old when he began to reign and he reigned,35,dby
in the book of the chronicles of the kings of,34,dby
written in the book of the chronicles of the kings,34,dby
are they not written in the book of the chronicles,29,dby
not written in the book of the chronicles of the,29,dby
they not written in the book of the chronicles of,29,dby
And it shall come to pass in that day that,20,dby
the book of the chronicles of the kings of Israel,18,dby
the book of the chronicles of the kings of Judah,15,dby
did are they not written in the book of the,14,dby
he did are they not written in the book of,14,dby
Speak unto the children of Israel and say unto them,13,dby
according to their fathers houses by the number of the,13,dby
after their families according to their fathers houses by the,13,dby
families according to their fathers houses by the number of,13,dby
from twenty years old and upward all that went forth,13,dby
old and upward all that went forth to military service,13,dby
their families according to their fathers houses by the number,13,dby
to their fathers houses by the number of the names,13,dby
twenty years old and upward all that went forth to,13,dby
years old and upward all that went forth to military,13,dby
a hundred and thirty shekels one silver bowl of seventy,12,dby
a sacrifice of peaceoffering two oxen five rams five hegoats,12,dby
according to the shekel of the sanctuary both of them,12,dby
and for a sacrifice of peaceoffering two oxen five rams,12,dby
and thirty shekels one silver bowl of seventy shekels according,12,dby
both of them full of fine flour mingled with oil,12,dby
bowl of seventy shekels according to the shekel of the,12,dby
dish of the weight of a hundred and thirty shekels,12,dby
for a sacrifice of peaceoffering two oxen five rams five,12,dby
full of fine flour mingled with oil for an oblation,12,dby
hundred and thirty shekels one silver bowl of seventy shekels,12,dby
of a hundred and thirty shekels one silver bowl of,12,dby
of peaceoffering two oxen five rams five hegoats five yearling,12,dby
of seventy shekels according to the shekel of the sanctuary,12,dby
of the sanctuary both of them full of fine flour,12,dby
of the weight of a hundred and thirty shekels one,12,dby
of them full of fine flour mingled with oil for,12,dby
one cup of ten shekels of gold full of incense,12,dby
one silver bowl of seventy shekels according to the shekel,12,dby
one silver dish of the weight of a hundred and,12,dby
one young bullock one ram one yearling lamb for a,12,dby
peaceoffering two oxen five rams five hegoats five yearling lambs,12,dby
sacrifice of peaceoffering two oxen five rams five hegoats five,12,dby
sanctuary both of them full of fine flour mingled with,12,dby
seventy shekels according to the shekel of the sanctuary both,12,dby
shekel of the sanctuary both of them full of fine,12,dby
shekels according to the shekel of the sanctuary both of,12,dby
shekels one silver bowl of seventy shekels according to the,12,dby
silver bowl of seventy shekels according to the shekel of,12,dby
silver dish of the weight of a hundred and thirty,12,dby
the sanctuary both of them full of fine flour mingled,12,dby
the shekel of the sanctuary both of them full of,12,dby
the weight of a hundred and thirty shekels one silver,12,dby
their generations after their families according to their fathers houses,12,dby
them full of fine flour mingled with oil for an,12,dby
thirty shekels one silver bowl of seventy shekels according to,12,dby
those that were numbered of them of the tribe of,12,dby
to the shekel of the sanctuary both of them full,12,dby
weight of a hundred and thirty shekels one silver bowl,12,dby
young bullock one ram one yearling lamb for a burntoffering,12,dby
all that he did are they not written in the,11,dby
and all that he did are they not written in,11,dby
by the number of the names from twenty years old,11,dby
fathers houses by the number of the names from twenty,11,dby
generations after their families according to their fathers houses by,11,dby
houses by the number of the names from twenty years,11,dby
number of the names from twenty years old and upward,11,dby
offering was one silver dish of the weight of a,11,dby
that he did are they not written in the book,11,dby
the number of the names from twenty years old and,11,dby
their fathers houses by the number of the names from,11,dby
was one silver dish of the weight of a hundred,11,dby
And he did what was right in the sight of,10,dby
Jeroboam the son of Nebat who made Israel to sin,10,dby
and bathe in water and be unclean until the even,10,dby
he did what was right in the sight of Jehovah,10,dby
names from twenty years old and upward all that went,10,dby
of Jeroboam the son of Nebat who made Israel to,10,dby
of the names from twenty years old and upward all,10,dby
the names from twenty years old and upward all that,10,dby
His offering was one silver dish of the weight of,9,dby
and his host even those that were numbered of them,9,dby
sins of Jeroboam the son of Nebat who made Israel,9,dby
the sins of Jeroboam the son of Nebat who made,9,dby
Jehovah of hosts the God of Israel Behold I will,8,dby
a holy convocation no manner of servile work shall ye,8,dby
and over the host of the tribe of the children,8,dby
garments and bathe in water and be unclean until the,8,dby
his garments and bathe in water and be unclean until,8,dby
holy convocation no manner of servile work shall ye do,8,dby
of Jehoiakim the son of Josiah the king of Judah,8,dby
over the host of the tribe of the children of,8,dby
saith Jehovah of hosts the God of Israel Behold I,8,dby
shall wash his garments and bathe in water and be,8,dby
twentyfive years old when he began to reign and he,8,dby
unto the children of Israel and say unto them When,8,dby
was twentyfive years old when he began to reign and,8,dby
wash his garments and bathe in water and be unclean,8,dby
God with all thy heart and with all thy soul,7,dby
Grace to you and peace from God our Father and,7,dby
He that has an ear let him hear what the,7,dby
Johanan the son of Kareah and all the captains of,7,dby
an ear let him hear what the Spirit says to,7,dby
and for four I will not revoke its sentence because,7,dby
and was buried with his fathers in the city of,7,dby
did what was evil in the sight of the LORD,7,dby
ear let him hear what the Spirit says to the,7,dby
fathers and was buried with his fathers in the city,7,dby
has an ear let him hear what the Spirit says,7,dby
his fathers and was buried with his fathers in the,7,dby
let him hear what the Spirit says to the assemblies,7,dby
slept with his fathers and was buried with his fathers,7,dby
son of Kareah and all the captains of the forces,7,dby
that has an ear let him hear what the Spirit,7,dby
the children of Israel and say unto them When ye,7,dby
the son of Kareah and all the captains of the,7,dby
thy God with all thy heart and with all thy,7,dby
was buried with his fathers in the city of David,7,dby
with his fathers and was buried with his fathers in,7,dby
And he did evil in the sight of Jehovah according,6,dby
And he shall lay his hand on the head of,6,dby
For thus saith Jehovah of hosts the God of Israel,6,dby
an offering by fire of a sweet odour to Jehovah,6,dby
an offering by fire to Jehovah of a sweet odour,6,dby
and for the lambs by their number according to the,6,dby
and peace from God our Father and the Lord Jesus,6,dby
and smote it with the edge of the sword and,6,dby
and their drinkofferings for the bullocks for the rams and,6,dby
