N-gram,Count,Version
did that which was evil in the sight of Jehovah,39,asv
in the book of the chronicles of the kings of,34,asv
written in the book of the chronicles of the kings,34,asv
are they not written in the book of the chronicles,29,asv
not written in the book of the chronicles of the,29,asv
they not written in the book of the chronicles of,29,asv
he did that which was evil in the sight of,27,asv
years old when he began to reign and he reigned,26,asv
And he did that which was evil in the sight,22,asv
And it shall come to pass in that day that,21,asv
the book of the chronicles of the kings of Israel,18,asv
the book of the chronicles of the kings of Judah,15,asv
did are they not written in the book of the,14,asv
did that which was right in the eyes of Jehovah,14,asv
he did are they not written in the book of,14,asv
offering made by fire of a sweet savor unto Jehovah,14,asv
Speak unto the children of Israel and say unto them,13,asv
an offering made by fire of a sweet savor unto,13,asv
and upward all that were able to go forth to,13,asv
by their fathers houses according to the number of the,13,asv
families by their fathers houses according to the number of,13,asv
from twenty years old and upward all that were able,13,asv
old and upward all that were able to go forth,13,asv
that which was evil in the sight of Jehovah and,13,asv
their families by their fathers houses according to the number,13,asv
their fathers houses according to the number of the names,13,asv
twenty years old and upward all that were able to,13,asv
upward all that were able to go forth to war,13,asv
years old and upward all that were able to go,13,asv
after the shekel of the sanctuary both of them full,12,asv
and for the sacrifice of peaceofferings two oxen five rams,12,asv
both of them full of fine flour mingled with oil,12,asv
bowl of seventy shekels after the shekel of the sanctuary,12,asv
bullock one ram one helamb a year old for a,12,asv
by their families by their fathers houses according to the,12,asv
five hegoats five helambs a year old this was the,12,asv
five helambs a year old this was the oblation of,12,asv
five rams five hegoats five helambs a year old this,12,asv
for the sacrifice of peaceofferings two oxen five rams five,12,asv
full of fine flour mingled with oil for a mealoffering,12,asv
hegoats five helambs a year old this was the oblation,12,asv
of peaceofferings two oxen five rams five hegoats five helambs,12,asv
of seventy shekels after the shekel of the sanctuary both,12,asv
of the sanctuary both of them full of fine flour,12,asv
of them full of fine flour mingled with oil for,12,asv
one ram one helamb a year old for a burntoffering,12,asv
one silver bowl of seventy shekels after the shekel of,12,asv
one young bullock one ram one helamb a year old,12,asv
oxen five rams five hegoats five helambs a year old,12,asv
peaceofferings two oxen five rams five hegoats five helambs a,12,asv
rams five hegoats five helambs a year old this was,12,asv
sacrifice of peaceofferings two oxen five rams five hegoats five,12,asv
sanctuary both of them full of fine flour mingled with,12,asv
seventy shekels after the shekel of the sanctuary both of,12,asv
shekel of the sanctuary both of them full of fine,12,asv
shekels after the shekel of the sanctuary both of them,12,asv
shekels one silver bowl of seventy shekels after the shekel,12,asv
silver bowl of seventy shekels after the shekel of the,12,asv
the sacrifice of peaceofferings two oxen five rams five hegoats,12,asv
the sanctuary both of them full of fine flour mingled,12,asv
the shekel of the sanctuary both of them full of,12,asv
them full of fine flour mingled with oil for a,12,asv
thirty shekels one silver bowl of seventy shekels after the,12,asv
those that were numbered of them of the tribe of,12,asv
two oxen five rams five hegoats five helambs a year,12,asv
young bullock one ram one helamb a year old for,12,asv
a hundred and thirty shekels one silver bowl of seventy,11,asv
according to the number of the names from twenty years,11,asv
