N-gram,Count,Version
in the book of the chronicles of the kings of,34,kjv
written in the book of the chronicles of the kings,34,kjv
are they not written in the book of the chronicles,29,kjv
not written in the book of the chronicles of the,29,kjv
they not written in the book of the chronicles of,29,kjv
years old when he began to reign and he reigned,22,kjv
that which was evil in the sight of the LORD,20,kjv
did that which was evil in the sight of the,19,kjv
he did that which was evil in the sight of,18,kjv
the book of the chronicles of the kings of Israel,18,kjv
And it shall come to pass in that day that,17,kjv
Thus saith the LORD of hosts the God of Israel,17,kjv
And he did that which was evil in the sight,15,kjv
that which was right in the sight of the LORD,15,kjv
the book of the chronicles of the kings of Judah,15,kjv
did are they not written in the book of the,14,kjv
he did are they not written in the book of,14,kjv
Speak unto the children of Israel and say unto them,13,kjv
and upward all that were able to go forth to,13,kjv
from twenty years old and upward all that were able,13,kjv
made by fire of a sweet savor unto the LORD,13,kjv
of fine flour mingled with oil for a meat offering,13,kjv
old and upward all that were able to go forth,13,kjv
twenty years old and upward all that were able to,13,kjv
upward all that were able to go forth to war,13,kjv
years old and upward all that were able to go,13,kjv
And for a sacrifice of peace offerings two oxen five,12,kjv
And the word of the LORD came unto me saying,12,kjv
One young bullock one ram one lamb of the first,12,kjv
Those that were numbered of them even of the tribe,12,kjv
a sacrifice of peace offerings two oxen five rams five,12,kjv
after their families by the house of their fathers according,12,kjv
bowl of seventy shekels after the shekel of the sanctuary,12,kjv
bullock one ram one lamb of the first year for,12,kjv
by the house of their fathers according to the number,12,kjv
did that which was right in the sight of the,12,kjv
families by the house of their fathers according to the,12,kjv
five he goats five lambs of the first year this,12,kjv
five lambs of the first year this was the offering,12,kjv
five rams five he goats five lambs of the first,12,kjv
for a sacrifice of peace offerings two oxen five rams,12,kjv
full of fine flour mingled with oil for a meat,12,kjv
generations after their families by the house of their fathers,12,kjv
goats five lambs of the first year this was the,12,kjv
he goats five lambs of the first year this was,12,kjv
house of their fathers according to the number of the,12,kjv
lambs of the first year this was the offering of,12,kjv
of peace offerings two oxen five rams five he goats,12,kjv
of seventy shekels after the shekel of the sanctuary both,12,kjv
of their fathers according to the number of the names,12,kjv
offerings two oxen five rams five he goats five lambs,12,kjv
one lamb of the first year for a burnt offering,12,kjv
one ram one lamb of the first year for a,12,kjv
oxen five rams five he goats five lambs of the,12,kjv
peace offerings two oxen five rams five he goats five,12,kjv
ram one lamb of the first year for a burnt,12,kjv
rams five he goats five lambs of the first year,12,kjv
sacrifice of peace offerings two oxen five rams five he,12,kjv
seventy shekels after the shekel of the sanctuary both of,12,kjv
shekels after the shekel of the sanctuary both of them,12,kjv
silver bowl of seventy shekels after the shekel of the,12,kjv
that were numbered of them even of the tribe of,12,kjv
the house of their fathers according to the number of,12,kjv
their families by the house of their fathers according to,12,kjv
their generations after their families by the house of their,12,kjv
thus saith the LORD of hosts the God of Israel,12,kjv
two oxen five rams five he goats five lambs of,12,kjv
young bullock one ram one lamb of the first year,12,kjv
according to the number of the names from twenty years,11,kjv
after the shekel of the sanctuary both of them full,11,kjv
all that he did are they not written in the,11,kjv
an hundred and thirty shekels one silver bowl of seventy,11,kjv
and all that he did are they not written in,11,kjv
and thirty shekels one silver bowl of seventy shekels after,11,kjv
both of them full of fine flour mingled with oil,11,kjv
by their generations after their families by the house of,11,kjv
fathers according to the number of the names from twenty,11,kjv
hundred and thirty shekels one silver bowl of seventy shekels,11,kjv
number of the names from twenty years old and upward,11,kjv
of the sanctuary both of them full of fine flour,11,kjv
of them full of fine flour mingled with oil for,11,kjv
one silver bowl of seventy shekels after the shekel of,11,kjv
sanctuary both of them full of fine flour mingled with,11,kjv
shekel of the sanctuary both of them full of fine,11,kjv
shekels one silver bowl of seventy shekels after the shekel,11,kjv
that he did are they not written in the book,11,kjv
the number of the names from twenty years old and,11,kjv
the sanctuary both of them full of fine flour mingled,11,kjv
the shekel of the sanctuary both of them full of,11,kjv
their fathers according to the number of the names from,11,kjv
them full of fine flour mingled with oil for a,11,kjv
thirty shekels one silver bowl of seventy shekels after the,11,kjv
to the number of the names from twenty years old,11,kjv
And he did that which was right in the sight,10,kjv
and bathe himself in water and be unclean until the,10,kjv
bathe himself in water and be unclean until the even,10,kjv
clothes and bathe himself in water and be unclean until,10,kjv
he did that which was right in the sight of,10,kjv
his clothes and bathe himself in water and be unclean,10,kjv
names from twenty years old and upward all that were,10,kjv
of the names from twenty years old and upward all,10,kjv
the names from twenty years old and upward all that,10,kjv
wash his clothes and bathe himself in water and be,10,kjv
And his host and those that were numbered of them,9,kjv
Moreover the word of the LORD came unto me saying,9,kjv
an offering made by fire of a sweet savor unto,9,kjv
his host and those that were numbered of them were,9,kjv
in the sight of the LORD according to all that,9,kjv
it shall come to pass in that day that the,9,kjv
offering made by fire of a sweet savor unto the,9,kjv
shall wash his clothes and bathe himself in water and,9,kjv
unto the children of Israel and say unto them When,9,kjv
was an hundred and thirty shekels one silver bowl of,9,kjv
And over the host of the tribe of the children,8,kjv
And the LORD spake unto Moses and unto Aaron saying,8,kjv
Jeroboam the son of Nebat who made Israel to sin,8,kjv
LORD of hosts the God of Israel Behold I will,8,kjv
and for four I will not turn away the punishment,8,kjv
charger the weight whereof was an hundred and thirty shekels,8,kjv
for four I will not turn away the punishment thereof,8,kjv
four I will not turn away the punishment thereof because,8,kjv
one silver charger the weight whereof was an hundred and,8,kjv
over the host of the tribe of the children of,8,kjv
saith the LORD of hosts the God of Israel Behold,8,kjv
silver charger the weight whereof was an hundred and thirty,8,kjv
the LORD of hosts the God of Israel Behold I,8,kjv
the weight whereof was an hundred and thirty shekels one,8,kjv
weight whereof was an hundred and thirty shekels one silver,8,kjv
whereof was an hundred and thirty shekels one silver bowl,8,kjv
He that hath an ear let him hear what the,7,kjv
His offering was one silver charger the weight whereof was,7,kjv
Johanan the son of Kareah and all the captains of,7,kjv
The grace of our Lord Jesus Christ be with you,7,kjv
This is the inheritance of the tribe of the children,7,kjv
an ear let him hear what the Spirit saith unto,7,kjv
and five years old when he began to reign and,7,kjv
and for the lambs shall be according to their number,7,kjv
and was buried with his fathers in the city of,7,kjv
ear let him hear what the Spirit saith unto the,7,kjv
fathers and was buried with his fathers in the city,7,kjv
for the lambs shall be according to their number after,7,kjv
hath an ear let him hear what the Spirit saith,7,kjv
his fathers and was buried with his fathers in the,7,kjv
is the inheritance of the tribe of the children of,7,kjv
lambs shall be according to their number after the manner,7,kjv
let him hear what the Spirit saith unto the churches,7,kjv
of Jeroboam the son of Nebat who made Israel to,7,kjv
of blue and purple and scarlet and fine twined linen,7,kjv
offering was one silver charger the weight whereof was an,7,kjv
sins of Jeroboam the son of Nebat who made Israel,7,kjv
slept with his fathers and was buried with his fathers,7,kjv
son of Kareah and all the captains of the forces,7,kjv
that hath an ear let him hear what the Spirit,7,kjv
the children of Israel and say unto them When ye,7,kjv
the lambs shall be according to their number after the,7,kjv
the sins of Jeroboam the son of Nebat who made,7,kjv
the son of Kareah and all the captains of the,7,kjv
was buried with his fathers in the city of David,7,kjv
was one silver charger the weight whereof was an hundred,7,kjv
which the LORD thy God giveth thee for an inheritance,7,kjv
with his fathers and was buried with his fathers in,7,kjv
Again the word of the LORD came unto me saying,6,kjv
And he shall lay his hand upon the head of,6,kjv
And the prince of the tribe of the children of,6,kjv
For thus saith the LORD of hosts the God of,6,kjv
I will not turn away the punishment thereof because they,6,kjv
O give thanks unto the LORD for he is good,6,kjv
The word of the LORD came again unto me saying,6,kjv
a sin offering and the other for a burnt offering,6,kjv
according to the word of the LORD which he spake,6,kjv
and their drink offerings for the bullocks for the rams,6,kjv
bullocks for the rams and for the lambs shall be,6,kjv
by the sword by the famine and by the pestilence,6,kjv
drink offerings for the bullocks for the rams and for,6,kjv
five years old when he began to reign and he,6,kjv
for a sin offering and the other for a burnt,6,kjv
for the bullocks for the rams and for the lambs,6,kjv
for the rams and for the lambs shall be according,6,kjv
in the cities of Judah and in the streets of,6,kjv
in the land which the LORD thy God giveth thee,6,kjv
meat offering and their drink offerings for the bullocks for,6,kjv
offering and their drink offerings for the bullocks for the,6,kjv
offerings for the bullocks for the rams and for the,6,kjv
one for a sin offering and the other for a,6,kjv
rams and for the lambs shall be according to their,6,kjv
that the word of the LORD came unto me saying,6,kjv
the bullocks for the rams and for the lambs shall,6,kjv
the children of Reuben and the children of Gad and,6,kjv
the cities of Judah and in the streets of Jerusalem,6,kjv
the rams and for the lambs shall be according to,6,kjv
the sight of the LORD according to all that his,6,kjv
their drink offerings for the bullocks for the rams and,6,kjv
they are written in the book of the kings of,6,kjv
unto the door of the tabernacle of the congregation and,6,kjv
And one goat for a sin offering beside the continual,5,kjv
And one kid of the goats for a sin offering,5,kjv
And their meat offering and their drink offerings for the,5,kjv
Behold the days come saith the LORD that I will,5,kjv
For all this his anger is not turned away but,5,kjv
From thirty years old and upward even unto fifty years,5,kjv
LORD for he is good for his mercy endureth for,5,kjv
above the liver with the kidneys it shall he take,5,kjv
all this his anger is not turned away but his,5,kjv
and peace from God our Father and the Lord Jesus,5,kjv
and smote it with the edge of the sword and,5,kjv
and upon the thumb of his right hand and upon,5,kjv
anger is not turned away but his hand is stretched,5,kjv
are written in the book of the chronicles of the,5,kjv
behold they are written in the book of the chronicles,5,kjv
bullocks two rams and fourteen lambs of the first year,5,kjv
children of Reuben and the children of Gad and the,5,kjv
day of the month that the word of the LORD,5,kjv
evil in the sight of the LORD he departed not,5,kjv
for he is good for his mercy endureth for ever,5,kjv
from the sins of Jeroboam the son of Nebat who,5,kjv
give thanks unto the LORD for he is good for,5,kjv
goat for a sin offering beside the continual burnt offering,5,kjv
hand and upon the great toe of his right foot,5,kjv
have an holy convocation ye shall do no servile work,5,kjv
his anger is not turned away but his hand is,5,kjv
his right hand and upon the great toe of his,5,kjv
in the sight of the LORD to provoke him to,5,kjv
into the hand of the king of Babylon and he,5,kjv
is not turned away but his hand is stretched out,5,kjv
it shall come to pass in that day saith the,5,kjv
land which the LORD thy God giveth thee for an,5,kjv
month that the word of the LORD came unto me,5,kjv
not turned away but his hand is stretched out still,5,kjv
of his right hand and upon the great toe of,5,kjv
of the house of the LORD and the treasures of,5,kjv
of the land of Egypt from the house of bondage,5,kjv
of the month that the word of the LORD came,5,kjv
old was he when he began to reign and he,5,kjv
one goat for a sin offering beside the continual burnt,5,kjv
out of the land of Egypt from the house of,5,kjv
peace from God our Father and the Lord Jesus Christ,5,kjv
right hand and upon the great toe of his right,5,kjv
right in the sight of the LORD according to all,5,kjv
shall have an holy convocation ye shall do no servile,5,kjv
shall know that I am the LORD when I have,5,kjv
shall know that I am the LORD when I shall,5,kjv
shall wash his clothes and be unclean until the even,5,kjv
slept with his fathers and they buried him in the,5,kjv
thanks unto the LORD for he is good for his,5,kjv
the LORD for he is good for his mercy endureth,5,kjv
the children of Israel out of the land of Egypt,5,kjv
the hand of the king of Babylon and he shall,5,kjv
the house of the LORD and the treasures of the,5,kjv
the liver with the kidneys it shall he take away,5,kjv
the month that the word of the LORD came unto,5,kjv
the one for a sin offering and the other for,5,kjv
the sight of the LORD to provoke him to anger,5,kjv
