N-gram,Count,Version
the children of Israel,634,wbt
it came to pass,451,wbt
And it came to,378,wbt
of the children of,355,wbt
the LORD thy God,291,wbt
the house of the,279,wbt
the word of the,244,wbt
word of the LORD,242,wbt
in the midst of,236,wbt
house of the LORD,234,wbt
of the house of,232,wbt
saith the Lord GOD,228,wbt
the land of Egypt,226,wbt
the LORD of hosts,222,wbt
in the land of,208,wbt
And he said to,207,wbt
of the LORD and,206,wbt
Thus saith the LORD,195,wbt
the name of the,180,wbt
the hand of the,164,wbt
the LORD said to,161,wbt
in the sight of,159,wbt
I am the LORD,157,wbt
the tabernacle of the,152,wbt
the LORD God of,149,wbt
the midst of the,146,wbt
and said to him,145,wbt
came to pass when,145,wbt
And the LORD said,143,wbt
the LORD your God,141,wbt
to the children of,133,wbt
tabernacle of the congregation,132,wbt
shall come to pass,128,wbt
I say to you,126,wbt
of the sons of,126,wbt
the LORD spoke to,124,wbt
he said to them,123,wbt
saith the LORD of,123,wbt
into the hand of,122,wbt
the house of Israel,122,wbt
in the house of,121,wbt
it shall come to,119,wbt
And the sons of,118,wbt
to the house of,117,wbt
of the LORD came,109,wbt
And the children of,108,wbt
LORD God of Israel,107,wbt
of the tribe of,107,wbt
And the LORD spoke,105,wbt
LORD spoke to Moses,105,wbt
the sight of the,100,wbt
and it shall be,99,wbt
and said to them,96,wbt
the ark of the,95,wbt
answered and said to,94,wbt
And when he had,93,wbt
in the day of,90,wbt
the God of Israel,89,wbt
the children of Ammon,89,wbt
name of the LORD,88,wbt
of the land of,88,wbt
Thus saith the Lord,86,wbt
the land of the,86,wbt
thus saith the LORD,86,wbt
the family of the,85,wbt
the people of the,85,wbt
the rest of the,84,wbt
And it shall come,83,wbt
and all the people,83,wbt
know that I am,83,wbt
the LORD our God,83,wbt
in the days of,82,wbt
the LORD came to,82,wbt
that I am the,81,wbt
the door of the,81,wbt
the house of God,81,wbt
children of Israel and,80,wbt
in the book of,80,wbt
was the son of,80,wbt
the voice of the,79,wbt
the king of Babylon,78,wbt
spoke to Moses saying,77,wbt
the king of Israel,77,wbt
