N-gram,Count,Version
the sons of Israel,628,ylt
of the sons of,495,ylt
it cometh to pass,411,ylt
And it cometh to,315,ylt
the house of Jehovah,254,ylt
of the house of,253,ylt
the midst of the,225,ylt
the land of Egypt,223,ylt
in the midst of,214,ylt
in the land of,202,ylt
in the eyes of,147,ylt
the hand of the,146,ylt
the tent of meeting,143,ylt
in the house of,141,ylt
An affirmation of Jehovah,139,ylt
I say to you,138,ylt
said the Lord Jehovah,135,ylt
a word of Jehovah,133,ylt
and the sons of,133,ylt
into the hand of,128,ylt
hath come to pass,122,ylt
and it hath been,121,ylt
the house of Israel,121,ylt
And Jehovah saith unto,120,ylt
to the house of,120,ylt
Jehovah God of Israel,118,ylt
And the sons of,117,ylt
of the tribe of,116,ylt
the face of the,116,ylt
it hath come to,115,ylt
an affirmation of Jehovah,114,ylt
the house of the,114,ylt
the opening of the,111,ylt
by the hand of,110,ylt
the heads of the,109,ylt
 an affirmation of,106,ylt
and all the people,106,ylt
cometh to pass at,106,ylt
And Jehovah speaketh unto,104,ylt
of the Lord Jehovah,103,ylt
cometh to pass in,102,ylt
and he who is,100,ylt
Jehovah speaketh unto Moses,99,ylt
the land of the,99,ylt
the name of the,99,ylt
of the land of,98,ylt
the eyes of Jehovah,97,ylt
sons of Israel and,95,ylt
affirmation of the Lord,94,ylt
the sons of the,94,ylt
and the priest hath,91,ylt
in the day of,91,ylt
and it cometh to,90,ylt
the word of Jehovah,90,ylt
and the name of,85,ylt
said Jehovah of Hosts,85,ylt
the way of the,85,ylt
Thus said the Lord,84,ylt
of the king and,84,ylt
the family of the,84,ylt
And there is a,82,ylt
in the name of,82,ylt
unto the sons of,82,ylt
and thou hast said,81,ylt
the name of Jehovah,81,ylt
to pass in the,81,ylt
out of the land,80,ylt
And it hath been,79,ylt
the rest of the,79,ylt
And it hath come,78,ylt
the Son of Man,78,ylt
the king of Babylon,78,ylt
to the sons of,78,ylt
according to all that,77,ylt
house of Jehovah and,76,ylt
speaketh unto Moses saying,75,ylt
is a word of,74,ylt
of the king of,74,ylt
the people who are,74,ylt
and there is no,73,ylt
the house of God,73,ylt
word of Jehovah unto,73,ylt
cometh to pass when,72,ylt
the king of Israel,71,ylt
there is a word,71,ylt
in the days of,69,ylt
it came to pass,69,ylt
the front of the,69,ylt
have known that I,68,ylt
of the tent of,68,ylt
the reign of God,68,ylt
thou hast said unto,68,ylt
come in unto the,67,ylt
every one who is,67,ylt
of the kings of,67,ylt
that I am Jehovah,67,ylt
the mouth of the,67,ylt
 to the age,66,ylt
known that I am,66,ylt
of the hand of,66,ylt
at the opening of,65,ylt
the land of Canaan,65,ylt
to the voice of,65,ylt
An affirmation of the,64,ylt
to pass at the,64,ylt
from the land of,63,ylt
out of the hand,63,ylt
the people of the,63,ylt
he said to them,62,ylt
the ark of the,61,ylt
the book of the,61,ylt
the house of their,61,ylt
the king of Asshur,61,ylt
the gate of the,60,ylt
the eyes of the,59,ylt
who are with him,59,ylt
Jehovah saith unto Moses,58,ylt
the evil thing in,58,ylt
I have given to,57,ylt
house of the king,57,ylt
it hath been written,57,ylt
And it came to,56,ylt
opening of the tent,56,ylt
I  I have,55,ylt
on the face of,55,ylt
our Lord Jesus Christ,55,ylt
the man of God,55,ylt
which Jehovah thy God,55,ylt
and saith to him,54,ylt
hast said unto them,54,ylt
house of their fathers,54,ylt
of Jehovah of Hosts,54,ylt
people of the land,54,ylt
And he saith unto,53,ylt
And the king saith,53,ylt
and he hath not,53,ylt
and he saith to,53,ylt
evil thing in the,53,ylt
the name of his,53,ylt
the sons of Ammon,53,ylt
which is on the,53,ylt
from the hand of,52,ylt
the chief of the,52,ylt
the outside of the,52,ylt
there hath not been,52,ylt
thing in the eyes,52,ylt
of Jehovah unto me,51,ylt
thus said the Lord,51,ylt
Jehovah thy God is,50,ylt
Thus said Jehovah of,50,ylt
from a son of,50,ylt
unto the house of,50,ylt
and there is none,49,ylt
before the eyes of,49,ylt
the work of the,49,ylt
And the king of,48,ylt
Jehovah hath commanded Moses,48,ylt
all the sons of,48,ylt
of the city and,48,ylt
tent of meeting and,48,ylt
the end of the,48,ylt
the half of the,48,ylt
the men of Israel,48,ylt
verily I say to,48,ylt
 and he saith,47,ylt
Jehovah unto me saying,47,ylt
all the land of,47,ylt
from the midst of,47,ylt
out of the dead,47,ylt
say to you that,47,ylt
the service of the,47,ylt
which is in the,47,ylt
I have known that,46,ylt
and they have been,46,ylt
in a day of,46,ylt
on the book of,46,ylt
the blood of the,46,ylt
And the rest of,45,ylt
and he saith unto,45,ylt
and they have not,45,ylt
as Jehovah hath commanded,45,ylt
by the mouth of,45,ylt
from the face of,45,ylt
in the morning and,45,ylt
is not able to,45,ylt
of the matters of,45,ylt
the head of the,45,ylt
the heart of the,45,ylt
the tribes of Israel,45,ylt
unto the land of,45,ylt
written on the book,45,ylt
ye have known that,45,ylt
Jehovah Lo I am,44,ylt
Jehovah thy God hath,44,ylt
from the presence of,44,ylt
my lord the king,44,ylt
of Jehovah thy God,44,ylt
the city of David,44,ylt
the tribe of the,44,ylt
the word of the,44,ylt
up out of the,44,ylt
ark of the covenant,43,ylt
rest of the matters,43,ylt
said Jehovah God of,43,ylt
to the age is,43,ylt
And he saith to,42,ylt
I have not known,42,ylt
hath reigned in Jerusalem,42,ylt
is he who is,42,ylt
of Hosts God of,42,ylt
to the word of,42,ylt
unto the king of,42,ylt
Hosts God of Israel,41,ylt
all the days of,41,ylt
and I  I,41,ylt
and the king of,41,ylt
are not able to,41,ylt
come to pass in,41,ylt
for the sons of,41,ylt
he hath reigned in,41,ylt
of our Lord Jesus,41,ylt
of the heavens and,41,ylt
the words of the,41,ylt
And there is no,40,ylt
according to the word,40,ylt
all the house of,40,ylt
and he said to,40,ylt
from the sons of,40,ylt
in the ears of,40,ylt
the day of the,40,ylt
the kings of Israel,40,ylt
the presence of the,40,ylt
And I have given,39,ylt
Jehovah of Hosts God,39,ylt
age is His kindness,39,ylt
and the house of,39,ylt
for the house of,39,ylt
he saith to them,39,ylt
that is in the,39,ylt
the age is His,39,ylt
the sons of Judah,39,ylt
the voice of Jehovah,39,ylt
tribe of the sons,39,ylt
in the way of,38,ylt
in unto the land,38,ylt
of the land and,38,ylt
on the front of,38,ylt
out of all the,38,ylt
the God of Israel,38,ylt
the anger of Jehovah,38,ylt
the covenant of Jehovah,38,ylt
the days of the,38,ylt
the sons of Benjamin,38,ylt
the word of God,38,ylt
years he hath reigned,38,ylt
God is giving to,37,ylt
affirmation of Jehovah And,37,ylt
beast of the field,37,ylt
heads of the fathers,37,ylt
his sons and his,37,ylt
mouth of the sword,37,ylt
of the covenant of,37,ylt
of the people and,37,ylt
on this side and,37,ylt
sons of Israel have,37,ylt
the ark of God,37,ylt
the house of Judah,37,ylt
the messenger of Jehovah,37,ylt
the priests and the,37,ylt
the side of the,37,ylt
And I have caused,36,ylt
a son of a,36,ylt
all the men of,36,ylt
all the people who,36,ylt
book of the Chronicles,36,ylt
fowl of the heavens,36,ylt
from the house of,36,ylt
in the valley of,36,ylt
into the house of,36,ylt
kid of the goats,36,ylt
the ark of Jehovah,36,ylt
the chief priests and,36,ylt
they have known that,36,ylt
to him who is,36,ylt
For thus said Jehovah,35,ylt
an affirmation of the,35,ylt
and they come in,35,ylt
at the end of,35,ylt
by the house of,35,ylt
of the Chronicles of,35,ylt
the hand of Jehovah,35,ylt
the house of his,35,ylt
the top of the,35,ylt
the tribe of Manasseh,35,ylt
the voice of the,35,ylt
to pass on the,35,ylt
Jehovah saith unto me,34,ylt
doth the evil thing,34,ylt
face of the ground,34,ylt
half of the tribe,34,ylt
hand of the king,34,ylt
in his reigning and,34,ylt
in the tent of,34,ylt
lieth with his fathers,34,ylt
of Jehovah and the,34,ylt
on the head of,34,ylt
sons of a year,34,ylt
that which is right,34,ylt
the host of the,34,ylt
these are sons of,34,ylt
And he said to,33,ylt
And the men of,33,ylt
And they have been,33,ylt
Chronicles of the kings,33,ylt
Jehovah thy God doth,33,ylt
O the happiness of,33,ylt
a son of the,33,ylt
a son of twenty,33,ylt
are they not written,33,ylt
came to pass in,33,ylt
cometh to pass on,33,ylt
of the God of,33,ylt
son of the herd,33,ylt
the Chronicles of the,33,ylt
the cities of the,33,ylt
the command of Jehovah,33,ylt
the families of the,33,ylt
the honour of Jehovah,33,ylt
the king of the,33,ylt
the kings of Judah,33,ylt
the place of the,33,ylt
the priest hath made,33,ylt
the remnant of the,33,ylt
to pass in that,33,ylt
with his fathers and,33,ylt
And they have known,32,ylt
and it hath come,32,ylt
and saith unto him,32,ylt
and the border hath,32,ylt
and the men of,32,ylt
cometh in unto the,32,ylt
in the hand of,32,ylt
is giving to thee,32,ylt
midst of the sons,32,ylt
not written on the,32,ylt
out of the heaven,32,ylt
people who are with,32,ylt
put him to death,32,ylt
reign of the heavens,32,ylt
the elders of Israel,32,ylt
the house of my,32,ylt
the vessels of the,32,ylt
to him for a,32,ylt
unto the opening of,32,ylt
which I am commanding,32,ylt
A Psalm of David,31,ylt
Therefore thus said the,31,ylt
affirmation of Jehovah ,31,ylt
all the people of,31,ylt
and all that he,31,ylt
and its suburbs and,31,ylt
as it hath been,31,ylt
early in the morning,31,ylt
king of Judah and,31,ylt
lambs sons of a,31,ylt
of Israel and the,31,ylt
of the Philistines and,31,ylt
of the midst of,31,ylt
on the seventh day,31,ylt
out of the midst,31,ylt
son of twenty years,31,ylt
the coming in of,31,ylt
the day of his,31,ylt
the eyes of all,31,ylt
the hand of Moses,31,ylt
the king saith to,31,ylt
the names of the,31,ylt
the number of the,31,ylt
they not written on,31,ylt
Holy One of Israel,30,ylt
In the midst of,30,ylt
Thus said Jehovah God,30,ylt
answered and said to,30,ylt
his son in his,30,ylt
in the city of,30,ylt
not been able to,30,ylt
on the third day,30,ylt
pass in that day,30,ylt
reigned in Jerusalem and,30,ylt
right in the eyes,30,ylt
the beast of the,30,ylt
the good news of,30,ylt
the inhabitants of the,30,ylt
the reign of the,30,ylt
thee and thou hast,30,ylt
thy God is giving,30,ylt
which is right in,30,ylt
who are in the,30,ylt
And David saith unto,29,ylt
I am Jehovah your,29,ylt
Therefore thus said Jehovah,29,ylt
