of the,218,10
the king,202,10
the LORD,122,10
And the,98,10
said unto,97,10
all the,96,10
son of,83,10
and the,82,10
in the,82,10
the people,82,10
the son,82,10
And David,69,10
came to,66,10
to the,63,10
unto the,63,10
And he,55,10
of Israel,52,10
unto him,52,10
and all,50,10
the house,48,10
and said,46,10
out of,43,10
him and,42,10
house of,42,10
I will,40,10
and he,38,10
my lord,38,10
of Saul,37,10
the men,37,10
and they,36,10
with him,36,10
And when,35,10
king said,35,10
thy servant,35,10
men of,34,10
from the,33,10
the kings,33,10
David said,30,10
lord the,30,10
of his,29,10
the city,29,10
children of,28,10
into the,28,10
the Philistines,28,10
the children,28,10
to pass,28,10
And it,27,10
David and,27,10
Israel and,27,10
king and,27,10
of David,27,10
that the,27,10
for the,26,10
it came,26,10
that I,26,10
by the,25,10
And Joab,24,10
I have,24,10
hand of,24,10
the hand,24,10
to his,24,10
he said,23,10
that were,23,10
this day,23,10
with the,23,10
and to,22,10
of Judah,22,10
and his,21,10
before the,21,10
that he,21,10
unto thee,21,10
Joab and,20,10
house and,20,10
of God,20,10
over the,20,10
the ark,20,10
thou hast,20,10
Saul and,19,10
and of,19,10
ark of,19,10
his servants,19,10
said to,19,10
And they,18,10
all Israel,18,10
and went,18,10
he had,18,10
me and,18,10
of my,18,10
that thou,18,10
to David,18,10
unto David,18,10
when the,18,10
I pray,17,10
Then said,17,10
he was,17,10
his house,17,10
in his,17,10
king David,17,10
of Ammon,17,10
the Syrians,17,10
the woman,17,10
all his,16,10
and I,16,10
pray thee,16,10
servants of,16,10
the earth,16,10
the servants,16,10
when he,16,10
And Absalom,15,10
I am,15,10
all that,15,10
come to,15,10
it was,15,10
of all,15,10
of thy,15,10
people that,15,10
shall be,15,10
that was,15,10
thou shalt,15,10
was come,15,10
with thee,15,10
I may,14,10
against the,14,10
and David,14,10
my son,14,10
on the,14,10
over Jordan,14,10
sons of,14,10
the young,14,10
were with,14,10
David sent,13,10
as the,13,10
for his,13,10
he went,13,10
his head,13,10
of Zeruiah,13,10
one of,13,10
the child,13,10
the host,13,10
the land,13,10
the sword,13,10
them that,13,10
there was,13,10
they were,13,10
unto me,13,10
was a,13,10
And there,12,10
LORD and,12,10
LORD hath,12,10
and came,12,10
arose and,12,10
at the,12,10
city and,12,10
even to,12,10
his own,12,10
his son,12,10
in Hebron,12,10
is dead,12,10
it and,12,10
man that,12,10
men and,12,10
on his,12,10
that day,12,10
that they,12,10
this thing,12,10
to Jerusalem,12,10
to be,12,10
went out,12,10
David was,11,10
a great,11,10
and brought,11,10
and it,11,10
and thy,11,10
king over,11,10
king to,11,10
men that,11,10
over Israel,11,10
the gate,11,10
the ground,11,10
the man,11,10
they came,11,10
to him,11,10
went to,11,10
went up,11,10
would not,11,10
And I,10,10
And all,10,10
But the,10,10
The LORD,10,10
according to,10,10
after him,10,10
and have,10,10
and there,10,10
and told,10,10
because he,10,10
daughter of,10,10
for ever,10,10
had a,10,10
he is,10,10
his brother,10,10
king of,10,10
name was,10,10
of them,10,10
pass after,10,10
that David,10,10
the daughter,10,10
them and,10,10
they went,10,10
to Joab,10,10
to all,10,10
to me,10,10
took the,10,10
unto her,10,10
unto his,10,10
when David,10,10
when they,10,10
whose name,10,10
young man,10,10
Abner and,9,10
And Abner,9,10
David had,9,10
David saying,9,10
Now therefore,9,10
Then the,9,10
a man,9,10
also and,9,10
and Jonathan,9,10
and a,9,10
and my,9,10
and slew,9,10
and that,9,10
and took,9,10
and with,9,10
down to,9,10
every man,9,10
hast thou,9,10
he came,9,10
he shall,9,10
he would,9,10
in Israel,9,10
kings sons,9,10
let him,9,10
mighty men,9,10
of Benjamin,9,10
of a,9,10
passed over,9,10
saw that,9,10
the day,9,10
the mighty,9,10
the name,9,10
the sons,9,10
thee to,9,10
thou not,9,10
thousand men,9,10
thy father,9,10
to do,9,10
unto Absalom,9,10
upon the,9,10
will I,9,10
with a,9,10
God of,8,10
Joab said,8,10
O LORD,8,10
Sheba the,8,10
Then David,8,10
Uriah the,8,10
and let,8,10
and on,8,10
and over,8,10
and thou,8,10
any more,8,10
as he,8,10
but he,8,10
he answered,8,10
him that,8,10
his hand,8,10
his men,8,10
in peace,8,10
in thy,8,10
is a,8,10
man of,8,10
midst of,8,10
of Bichri,8,10
of Joab,8,10
out and,8,10
people of,8,10
said I,8,10
sent and,8,10
shall I,8,10
shall not,8,10
smote him,8,10
so that,8,10
sons and,8,10
that are,8,10
that is,8,10
the Hittite,8,10
the battle,8,10
the field,8,10
the midst,8,10
thou art,8,10
thy servants,8,10
to meet,8,10
unto my,8,10
upon him,8,10
upon his,8,10
went and,8,10
which is,8,10
with me,8,10
