of the,47
of God,34
in the,32
the Lord,26
unto you,19
we are,19
that ye,18
to the,18
by the,17
of Christ,17
that we,17
For we,16
we have,16
that I,15
all things,13
of you,13
the same,13
I am,12
I will,12
for your,12
it is,12
to be,12
for the,11
in all,11
to you,11
which is,11
I have,10
Jesus Christ,10
a man,10
in this,10
in you,10
may be,10
that the,10
according to,9
in Christ,9
that which,9
the flesh,9
you and,9
God in,8
I speak,8
Lord Jesus,8
and not,8
are not,8
by us,8
glory of,8
in perils,8
no man,8
of our,8
should be,8
that he,8
the glory,8
you in,8
God and,7
and I,7
he that,7
might be,7
out of,7
shall be,7
the body,7
the things,7
them and,7
though I,7
when I,7
For if,6
I may,6
I should,6
after the,6
and in,6
for I,6
grace of,6
if I,6
in our,6
not in,6
of your,6
the churches,6
the power,6
to God,6
toward you,6
us in,6
we be,6
which are,6
with you,6
ye are,6
ye have,6
yea and,6
yea what,6
you all,6
you for,6
